,min_read,overallLON,overallLAT,mnlogCH4,verified,numtimes,minDist,maxDist,mn_maxc2h6_ab,mn_maxch4_ab,geometry,recombine,em,threshold,First_Time
0,Spire_1606822229.5,-86.8230929038669,33.559757244213664,-1.3335066096801018,True,2,0.21102103339118727,1.6966900275330858,11.662865000000002,0.26683749999999984,POINT (-86.82309290386689 33.55975724421366),"['Spire_1606822229.5', 'Spire_1606822299.1', 'Spire_1606993260.4']",0.08949858220685565,0.05,2020-12-01 04:30:29
1,Spire_1606822229.5,-86.8230929038669,33.559757244213664,-1.3335066096801018,True,3,0.21102103339118727,1.6966900275330858,11.662865000000002,0.26683749999999984,POINT (-86.82309290386689 33.55975724421366),"['Spire_1606822229.5', 'Spire_1606822299.1', 'Spire_1606993260.4']",0.08949858220685565,0.05,2020-12-01 04:30:29
2,Spire_1606822360.8,-86.82600582541932,33.555568301764424,-0.13045147830241483,True,7,0.6563777263988992,24.669174254733036,7.818302388888889,1.194708055555556,POINT (-86.82600582541932 33.55556830176442),"['Spire_1606822360.8', 'Spire_1606835274.1', 'Spire_1606835691.3', 'Spire_1606922435.7', 'Spire_1606923387.2', 'Spire_1606923782.8', 'Spire_1606923791.4', 'Spire_1607000340.3']",0.45052698339219466,0.05,2020-12-01 04:32:40
3,Spire_1606822360.8,-86.82600582541932,33.555568301764424,-0.13045147830241483,True,8,0.6563777263988992,24.669174254733036,7.818302388888889,1.194708055555556,POINT (-86.82600582541932 33.55556830176442),"['Spire_1606822360.8', 'Spire_1606835274.1', 'Spire_1606835691.3', 'Spire_1606922435.7', 'Spire_1606923387.2', 'Spire_1606923782.8', 'Spire_1606923791.4', 'Spire_1607000340.3']",0.45052698339219466,0.05,2020-12-01 04:32:40
4,Spire_1606822360.8,-86.82600582541932,33.555568301764424,-0.13045147830241483,True,9,0.6563777263988992,24.669174254733036,7.818302388888889,1.194708055555556,POINT (-86.82600582541932 33.55556830176442),"['Spire_1606822360.8', 'Spire_1606835274.1', 'Spire_1606835691.3', 'Spire_1606922435.7', 'Spire_1606923387.2', 'Spire_1606923782.8', 'Spire_1606923791.4', 'Spire_1607000340.3']",0.45052698339219466,0.05,2020-12-01 04:32:40
5,Spire_1606822379.3,-86.82714607677342,33.55570824886036,0.5405975100996235,False,1,6.583829231595362,6.583829231595362,0.993885,1.7170324999999995,POINT (-86.82714607677342 33.55570824886036),['Spire_1606822379.3'],1.1097735631298065,0.05,2020-12-01 04:32:59
6,Spire_1606822393.6,-86.82809713853942,33.55586756856842,0.13754187412229457,True,2,0.7069697216839864,14.364255716049815,1.8958175000000004,1.3061794999999998,POINT (-86.82809713853942 33.55586756856842),"['Spire_1606822393.6', 'Spire_1606836185.6', 'Spire_1606836428.7', 'Spire_1606836455.3', 'Spire_1606836464.6']",0.6457695297109532,0.05,2020-12-01 04:33:13
7,Spire_1606822413.1,-86.82948733467637,33.55497603306439,0.20300325100497113,True,6,1.3872521496517582,17.807704146406017,2.523501111111111,1.4442941666666664,POINT (-86.82948733467637 33.55497603306439),"['Spire_1606822413.1', 'Spire_1606822434.6', 'Spire_1606836539.4', 'Spire_1606836548.8', 'Spire_1606837051.8', 'Spire_1606924328.4', 'Spire_1606924418.1', 'Spire_1606925107.3', 'Spire_1607001748.5']",0.7051313398379613,0.05,2020-12-01 04:33:33
8,Spire_1606822622.5,-86.8205520561991,33.55865854461938,-0.5624646406047666,True,2,1.5224457049712994,30.835495825648163,3.822377500000001,0.9459099999999999,POINT (-86.82055205619911 33.55865854461938),"['Spire_1606822622.5', 'Spire_1606993873.3']",0.2521559049471184,0.05,2020-12-01 04:37:02
9,Spire_1606822735.1,-86.81693342723928,33.55210678761505,0.1730255448185016,True,7,1.9997300567693763,17.03584504604477,44.010777222222224,4.00840888888889,POINT (-86.81693342723928 33.55210678761505),"['Spire_1606822735.1', 'Spire_1606823793.5', 'Spire_1606823864.3', 'Spire_1606824250.1', 'Spire_1606828422.8', 'Spire_1606995301.8', 'Spire_1606998305.7', 'Spire_1606998564.9', 'Spire_1606999791.6']",0.6772982757165704,0.05,2020-12-01 04:38:55
