,LeakName,Longitude,Latitude,Verified,TimesSeen,maxDist,mn_maxc2h6_ab,mn_maxch4_ab,threshold,First_Time,geometry,win,POLYGON,LEAKNUM,PolyLK
0,Spire_1606822044.8,-86.8234481812,33.5646591187,False,1,0.0,1.2255699999999994,1.2642625,0.05,2020-12-01 04:27:24,POINT (-86.82344818120001 33.5646591187),True,P3,1,P31
1,Spire_1606822226.4,-86.82291603844016,33.56020644458641,True,4,1.2178215868918976,1.1558793750000005,0.23724999999999985,0.05,2020-12-01 04:30:26,POINT (-86.82291603844016 33.56020644458641),True,P3,2,P32
2,Spire_1606822297.1,-86.82344575606234,33.55922444684258,True,2,0.0,14.978985000000002,1.1025399999999999,0.05,2020-12-01 04:31:37,POINT (-86.82344575606234 33.55922444684258),True,P3,3,P33
3,Spire_1606822391.6,-86.82815561756227,33.55595289413829,True,3,14.364255716049815,1.8457630000000005,1.4789415,0.05,2020-12-01 04:33:11,POINT (-86.82815561756227 33.55595289413829),True,P3,4,P34
4,Spire_1606822411.7,-86.82916247093279,33.55515452506593,True,6,15.462806237832641,1.2722431818181816,1.369605909090909,0.05,2020-12-01 04:33:31,POINT (-86.82916247093279 33.55515452506593),True,P3,5,P35
5,Spire_1606822432.5,-86.83045748075915,33.554738871078,True,2,15.941673501377757,2.0141400000000007,1.7575850000000002,0.05,2020-12-01 04:33:52,POINT (-86.83045748075915 33.554738871078),True,P3,6,P36
6,Spire_1606822595.9,-86.82061004639999,33.5575828552,False,1,0.0,2.4757250000000006,0.8492299999999999,0.05,2020-12-01 04:36:35,POINT (-86.82061004639999 33.5575828552),True,P3,7,P37
7,Spire_1606822618.4,-86.82058306907801,33.5584008722402,True,2,29.474565588875432,3.3947900000000013,0.95851375,0.05,2020-12-01 04:36:58,POINT (-86.82058306907801 33.5584008722402),True,P3,8,P38
8,Spire_1606822635.8,-86.81982517115833,33.55962215107451,True,2,0.0,-0.4336062500000004,0.3005024999999997,0.05,2020-12-01 04:37:15,POINT (-86.81982517115833 33.55962215107451),True,P3,9,P39
9,Spire_1606822733.1,-86.81694126113405,33.55209876798853,True,7,16.682524258792338,43.64493555555556,4.008198888888888,0.05,2020-12-01 04:38:53,POINT (-86.81694126113405 33.55209876798853),True,P3,10,P310
10,Spire_1606822748.4,-86.81624591944502,33.55120648159954,True,2,15.02844474487031,2.9499074999999992,0.94579875,0.05,2020-12-01 04:39:08,POINT (-86.81624591944502 33.55120648159954),True,P3,11,P311
11,Spire_1606823589.4,-86.82115766100478,33.55194282780874,True,3,18.121668615742426,5.2140416666666685,0.6483916666666666,0.05,2020-12-01 04:53:09,POINT (-86.82115766100478 33.55194282780874),True,P3,12,P312
12,Spire_1606823608.9,-86.81957940873542,33.551770483805946,True,9,22.35611705270781,6.637051816666667,1.3784371666666666,0.05,2020-12-01 04:53:28,POINT (-86.81957940873542 33.55177048380595),True,P3,13,P313
13,Spire_1606823631.4,-86.81840525813324,33.55269520811733,False,1,12.610652818370232,0.7380091666666662,1.5467450000000005,0.05,2020-12-01 04:53:51,POINT (-86.81840525813324 33.55269520811733),True,P3,14,P314
14,Spire_1606823670.4,-86.81769234852365,33.552774500875174,False,1,6.0347624860421165,2.110545,1.7344099999999998,0.05,2020-12-01 04:54:30,POINT (-86.81769234852365 33.55277450087517),True,P3,15,P315
15,Spire_1606823926.8,-86.82039651228735,33.551053365541925,False,1,19.44995585566528,14.9095325,1.93488625,0.05,2020-12-01 04:58:46,POINT (-86.82039651228735 33.55105336554193),True,P3,16,P316
16,Spire_1606823995.8,-86.8269348145,33.5491447449,False,1,0.0,1.0101250000000004,0.18549999999999967,0.05,2020-12-01 04:59:55,POINT (-86.82693481450001 33.5491447449),True,P3,17,P317
17,Spire_1606824005.3,-86.82793258376104,33.548804358927086,True,5,13.190065343027461,1.8361552000000008,0.26786550000000003,0.05,2020-12-01 05:00:05,POINT (-86.82793258376104 33.54880435892709),True,P3,18,P318
18,Spire_1606824180.3,-86.81878247485157,33.549682388421395,True,6,19.718523130367906,19.474756361111115,0.9951933333333334,0.05,2020-12-01 05:03:00,POINT (-86.81878247485157 33.5496823884214),True,P3,19,P319
19,Spire_1606824201.8,-86.81813945837544,33.551697994699786,False,1,20.121528457017416,3.6047949999999993,1.7474,0.05,2020-12-01 05:03:21,POINT (-86.81813945837544 33.55169799469979),True,P3,20,P320
20,Spire_1606824425.9,-86.82052156375346,33.549947547646035,False,1,3.753262594103747,-0.6270887499999995,1.70336875,0.05,2020-12-01 05:07:05,POINT (-86.82052156375346 33.54994754764603),True,P3,21,P321
21,Spire_1606824701.8,-86.82650784302082,33.54822004646332,True,2,14.715077117145247,4.821087499999999,0.7856237500000004,0.05,2020-12-01 05:11:41,POINT (-86.82650784302082 33.54822004646332),True,P3,22,P322
22,Spire_1606824953.5,-86.82777017691367,33.54819548807709,True,4,15.639462167541245,5.153382499999998,1.3827650000000002,0.05,2020-12-01 05:15:53,POINT (-86.82777017691367 33.54819548807709),True,P3,23,P323
23,Spire_1606824972.5,-86.8284074969141,33.549814056881864,True,3,9.020688433173444,2.2976333333333323,0.7600858333333337,0.05,2020-12-01 05:16:12,POINT (-86.8284074969141 33.54981405688186),True,P3,24,P324
24,Spire_1606825213.4,-86.815799619466,33.55443165705907,True,3,22.191838313535165,2.842986666666666,1.2439616666666666,0.05,2020-12-01 05:20:13,POINT (-86.81579961946601 33.55443165705907),True,P3,25,P325
