,lon,lat,POLYGON,portion,subportion,multiple
30,-86.80716398599998,33.53268011100005,P5,2,1,True
31,-86.80716403499997,33.53267963400003,P5,2,1,True
32,-86.80716418399999,33.53267917100004,P5,2,1,True
33,-86.80716442499994,33.532678737000026,P5,2,1,True
34,-86.80716475299994,33.53267834500008,P5,2,1,True
35,-86.80716515799998,33.532678006000026,P5,2,1,True
36,-86.80716562599997,33.532677731000035,P5,2,1,True
37,-86.80716614499994,33.53267752900007,P5,2,1,True
38,-86.80716669699996,33.53267740500007,P5,2,1,True
0,-86.80723258199998,33.53277447600004,P5,2,2,True
1,-86.80723315199998,33.53277443400003,P5,2,2,True
2,-86.80723372199998,33.53277447600004,P5,2,2,True
3,-86.80723427399994,33.53277460000004,P5,2,2,True
4,-86.80723479299996,33.53277480200006,P5,2,2,True
5,-86.80723526099996,33.53277507700005,P5,2,2,True
6,-86.80723566599994,33.53277541600005,P5,2,2,True
7,-86.80723599899994,33.532775816000026,P5,2,2,True
8,-86.80724344099997,33.53278678200007,P5,2,2,True
9,-86.80726179499999,33.53281610400006,P5,2,2,True
10,-86.80726197299998,33.53281644000003,P5,2,2,True
11,-86.80726212099995,33.532816903000025,P5,2,2,True
12,-86.80726216999994,33.53281738000004,P5,2,2,True
13,-86.80726212099995,33.532817857000055,P5,2,2,True
14,-86.80726197299998,33.53281832000005,P5,2,2,True
15,-86.80726173099998,33.53281875400006,P5,2,2,True
16,-86.80726140299998,33.532819146000065,P5,2,2,True
17,-86.80726099799995,33.53281948500006,P5,2,2,True
18,-86.80726052999995,33.53281976000005,P5,2,2,True
19,-86.80726001099998,33.532819962000076,P5,2,2,True
20,-86.80725945899997,33.53282008600007,P5,2,2,True
21,-86.80725888899997,33.532820128000026,P5,2,2,True
22,-86.80725831899997,33.53282008600007,P5,2,2,True
23,-86.80725776699995,33.532819962000076,P5,2,2,True
24,-86.80725724799998,33.53281976000005,P5,2,2,True
25,-86.80725677999999,33.53281948500006,P5,2,2,True
26,-86.80725637499995,33.532819146000065,P5,2,2,True
27,-86.80725601499995,33.53281870500007,P5,2,2,True
28,-86.80723768699994,33.53278942500003,P5,2,2,True
29,-86.80723029899997,33.53277854000004,P5,2,2,True
30,-86.80723006799997,33.532778122000025,P5,2,2,True
31,-86.80722991999994,33.53277765900003,P5,2,2,True
32,-86.80722987099995,33.532777182000075,P5,2,2,True
33,-86.80722991999994,33.53277670500006,P5,2,2,True
34,-86.80723006799997,33.53277624200007,P5,2,2,True
35,-86.80723030999997,33.53277580800005,P5,2,2,True
36,-86.80723063799996,33.53277541600005,P5,2,2,True
37,-86.80723104299994,33.53277507700005,P5,2,2,True
38,-86.80723151099994,33.53277480200006,P5,2,2,True
39,-86.80723202999997,33.53277460000004,P5,2,2,True
40,-86.80723258199998,33.53277447600004,P5,2,2,True
0,-86.80306404899994,33.54080233600007,P5,3,1,True
1,-86.80306461899994,33.54080229400006,P5,3,1,True
2,-86.80306521899996,33.540802341000074,P5,3,1,True
3,-86.80311481499996,33.54081048300003,P5,3,1,True
4,-86.80311530599994,33.540810598000064,P5,3,1,True
5,-86.80311582499996,33.54081080000003,P5,3,1,True
6,-86.80311629299996,33.54081107500008,P5,3,1,True
7,-86.80311669799994,33.540811414000075,P5,3,1,True
8,-86.80311702599994,33.54081180600008,P5,3,1,True
9,-86.80311726799994,33.54081224000004,P5,3,1,True
10,-86.80311741599996,33.54081270300003,P5,3,1,True
11,-86.80311746599995,33.54081318000004,P5,3,1,True
12,-86.80311741599996,33.54081365700006,P5,3,1,True
13,-86.80311726799994,33.54081412000005,P5,3,1,True
14,-86.80311702599994,33.540814554000065,P5,3,1,True
15,-86.80311669799994,33.54081494600007,P5,3,1,True
16,-86.80311629299996,33.540815285000065,P5,3,1,True
17,-86.80311582499996,33.540815560000055,P5,3,1,True
18,-86.80311530599994,33.54081576200008,P5,3,1,True
19,-86.80311475399998,33.540815886000075,P5,3,1,True
20,-86.80311418399998,33.54081592800003,P5,3,1,True
21,-86.80311358299997,33.54081588200006,P5,3,1,True
22,-86.80306398799996,33.54080773900006,P5,3,1,True
23,-86.80306349699998,33.540807624000024,P5,3,1,True
24,-86.80306297799996,33.54080742200006,P5,3,1,True
25,-86.80306250999996,33.540807147000066,P5,3,1,True
26,-86.80306210499998,33.54080680800007,P5,3,1,True
27,-86.80306177699998,33.540806416000066,P5,3,1,True
28,-86.80306153499998,33.54080598200005,P5,3,1,True
29,-86.80306138699996,33.54080551900006,P5,3,1,True
30,-86.80306133699997,33.540805042000045,P5,3,1,True
31,-86.80306138699996,33.54080456500003,P5,3,1,True
32,-86.80306153499998,33.54080410200004,P5,3,1,True
33,-86.80306177699998,33.540803668000024,P5,3,1,True
34,-86.80306210499998,33.54080327600008,P5,3,1,True
35,-86.80306250999996,33.540802937000024,P5,3,1,True
36,-86.80306297799996,33.54080266200003,P5,3,1,True
37,-86.80306349699998,33.540802460000066,P5,3,1,True
38,-86.80306404899994,33.54080233600007,P5,3,1,True
0,-86.80312237899994,33.54081191300003,P5,3,2,True
1,-86.80312294899994,33.54081187100007,P5,3,2,True
2,-86.80312354899996,33.54081191800003,P5,3,2,True
3,-86.80313045899999,33.54081305100004,P5,3,2,True
4,-86.80313094999997,33.54081316600008,P5,3,2,True
5,-86.80313146899994,33.540813368000045,P5,3,2,True
6,-86.80313193699999,33.540813643000035,P5,3,2,True
7,-86.80313234199997,33.54081398200003,P5,3,2,True
8,-86.80313266999997,33.540814374000036,P5,3,2,True
9,-86.80313291199997,33.54081480800005,P5,3,2,True
10,-86.80313305999994,33.54081527100004,P5,3,2,True
11,-86.80313310999998,33.54081574800006,P5,3,2,True
12,-86.80313305999994,33.54081622500007,P5,3,2,True
13,-86.80313291199997,33.54081668800006,P5,3,2,True
14,-86.80313266999997,33.54081712200008,P5,3,2,True
15,-86.80313234199997,33.540817514000025,P5,3,2,True
16,-86.80313193699999,33.54081785300008,P5,3,2,True
17,-86.80313146899994,33.54081812800007,P5,3,2,True
18,-86.80313094999997,33.540818330000036,P5,3,2,True
19,-86.80313039799995,33.54081845400003,P5,3,2,True
20,-86.80312982799995,33.54081849600004,P5,3,2,True
21,-86.80312922699994,33.540818450000074,P5,3,2,True
22,-86.80312231799996,33.54081731600007,P5,3,2,True
23,-86.80312182699998,33.54081720100004,P5,3,2,True
24,-86.80312130799996,33.54081699900007,P5,3,2,True
25,-86.80312083999996,33.540816724000024,P5,3,2,True
26,-86.80312043499998,33.54081638500003,P5,3,2,True
27,-86.80312010699998,33.540815993000024,P5,3,2,True
28,-86.80311986499999,33.540815559000066,P5,3,2,True
29,-86.80311971699996,33.540815096000074,P5,3,2,True
30,-86.80311966699998,33.54081461900006,P5,3,2,True
31,-86.80311971699996,33.540814142000045,P5,3,2,True
32,-86.80311986499999,33.54081367900005,P5,3,2,True
33,-86.80312010699998,33.54081324500004,P5,3,2,True
34,-86.80312043499998,33.540812853000034,P5,3,2,True
35,-86.80312083999996,33.54081251400004,P5,3,2,True
36,-86.80312130799996,33.54081223900005,P5,3,2,True
37,-86.80312182699998,33.54081203700002,P5,3,2,True
38,-86.80312237899994,33.54081191300003,P5,3,2,True
0,-86.80816551599997,33.53414489700003,P5,4,1,True
1,-86.80816608599997,33.53414485500008,P5,4,1,True
2,-86.80816665599997,33.53414489700003,P5,4,1,True
3,-86.80816720799999,33.53414502100003,P5,4,1,True
4,-86.80816772699995,33.53414522300005,P5,4,1,True
5,-86.80816819499995,33.53414549800004,P5,4,1,True
6,-86.80816859999999,33.53414583700004,P5,4,1,True
7,-86.80816892399997,33.53414622300005,P5,4,1,True
8,-86.80817036699995,33.53414830500003,P5,4,1,True
9,-86.80817061099998,33.53414874200007,P5,4,1,True
10,-86.80817075899995,33.53414920500006,P5,4,1,True
11,-86.80817080799994,33.53414968200008,P5,4,1,True
12,-86.80817075899995,33.534150159000035,P5,4,1,True
13,-86.80817061099998,33.53415062200003,P5,4,1,True
14,-86.80817036899998,33.53415105600004,P5,4,1,True
15,-86.80817004099998,33.534151448000046,P5,4,1,True
16,-86.80816963599995,33.53415178700004,P5,4,1,True
17,-86.80816916799995,33.53415206200003,P5,4,1,True
18,-86.80816864899998,33.534152264000056,P5,4,1,True
19,-86.80816809699996,33.53415238800005,P5,4,1,True
20,-86.80816752699997,33.53415243000006,P5,4,1,True
21,-86.80816695699997,33.53415238800005,P5,4,1,True
22,-86.80816640499995,33.534152264000056,P5,4,1,True
23,-86.80816588599998,33.53415206200003,P5,4,1,True
24,-86.80816541799999,33.53415178700004,P5,4,1,True
25,-86.80816501299995,33.534151448000046,P5,4,1,True
26,-86.80816468899997,33.534151062000035,P5,4,1,True
27,-86.80816324599994,33.534148980000055,P5,4,1,True
28,-86.80816300199996,33.53414854300007,P5,4,1,True
29,-86.80816285399999,33.53414808000008,P5,4,1,True
30,-86.80816280499994,33.534147603000065,P5,4,1,True
31,-86.80816285399999,33.53414712600005,P5,4,1,True
32,-86.80816300199996,33.53414666300006,P5,4,1,True
33,-86.80816324399996,33.534146229000044,P5,4,1,True
34,-86.80816357199996,33.53414583700004,P5,4,1,True
35,-86.80816397699994,33.53414549800004,P5,4,1,True
36,-86.80816444499999,33.53414522300005,P5,4,1,True
37,-86.80816496399996,33.53414502100003,P5,4,1,True
38,-86.80816551599997,33.53414489700003,P5,4,1,True
0,-86.80833861899998,33.534392722000064,P5,4,2,True
1,-86.80833918899998,33.53439268000005,P5,4,2,True
2,-86.80833975899998,33.534392722000064,P5,4,2,True
3,-86.80834031099994,33.53439284600006,P5,4,2,True
4,-86.80834082999996,33.53439304800003,P5,4,2,True
5,-86.80834129799996,33.534393323000074,P5,4,2,True
6,-86.80834170299994,33.53439366200007,P5,4,2,True
7,-86.80834201399995,33.534394029000055,P5,4,2,True
8,-86.80834836899999,33.53440303000008,P5,4,2,True
9,-86.80834861999995,33.53440347600008,P5,4,2,True
10,-86.80834876799997,33.53440393900007,P5,4,2,True
11,-86.80834881699997,33.53440441600003,P5,4,2,True
12,-86.80834876799997,33.534404893000044,P5,4,2,True
13,-86.80834861999995,33.534405356000036,P5,4,2,True
14,-86.80834837799995,33.53440579000005,P5,4,2,True
15,-86.80834804999995,33.534406182000055,P5,4,2,True
16,-86.80834764499997,33.53440652100005,P5,4,2,True
17,-86.80834717699997,33.53440679600004,P5,4,2,True
18,-86.80834665799995,33.534406998000065,P5,4,2,True
19,-86.80834610599999,33.53440712200006,P5,4,2,True
20,-86.80834553599999,33.53440716400007,P5,4,2,True
21,-86.80834496599994,33.53440712200006,P5,4,2,True
22,-86.80834441399998,33.534406998000065,P5,4,2,True
23,-86.80834389499995,33.53440679600004,P5,4,2,True
24,-86.80834342699995,33.53440652100005,P5,4,2,True
25,-86.80834302199997,33.534406182000055,P5,4,2,True
26,-86.80834271099997,33.53440581500007,P5,4,2,True
27,-86.80833635499994,33.534396815000036,P5,4,2,True
28,-86.80833610499997,33.534396368000046,P5,4,2,True
29,-86.80833595699994,33.53439590500005,P5,4,2,True
30,-86.80833590799995,33.53439542800004,P5,4,2,True
31,-86.80833595699994,33.534394951000024,P5,4,2,True
32,-86.80833610499997,33.53439448800003,P5,4,2,True
33,-86.80833634699997,33.534394054000074,P5,4,2,True
34,-86.80833667499996,33.53439366200007,P5,4,2,True
35,-86.80833707999994,33.534393323000074,P5,4,2,True
36,-86.80833754799994,33.53439304800003,P5,4,2,True
37,-86.80833806699997,33.53439284600006,P5,4,2,True
38,-86.80833861899998,33.534392722000064,P5,4,2,True
0,-86.80072386199998,33.53643122700004,P5,5,1,False
1,-86.80072443199998,33.536431185000026,P5,5,1,False
2,-86.80072500199998,33.53643122700004,P5,5,1,False
3,-86.80072555399994,33.53643135100003,P5,5,1,False
4,-86.80072607299996,33.53643155300006,P5,5,1,False
5,-86.80072654099996,33.53643182800005,P5,5,1,False
6,-86.80072694599994,33.536432167000044,P5,5,1,False
7,-86.80072727099997,33.53643255500003,P5,5,1,False
8,-86.80074086099995,33.53645219800006,P5,5,1,False
9,-86.80074110499999,33.53645263400006,P5,5,1,False
10,-86.80074125299996,33.53645309700005,P5,5,1,False
11,-86.80074130299994,33.53645357400006,P5,5,1,False
12,-86.80074125299996,33.53645405100008,P5,5,1,False
13,-86.80074110499999,33.53645451400007,P5,5,1,False
14,-86.80074086299999,33.53645494800003,P5,5,1,False
15,-86.80074053499999,33.53645534000003,P5,5,1,False
16,-86.80074012999995,33.53645567900003,P5,5,1,False
17,-86.80073966199996,33.536455954000076,P5,5,1,False
18,-86.80073914299999,33.53645615600004,P5,5,1,False
19,-86.80073859099997,33.53645628000004,P5,5,1,False
20,-86.80073802099997,33.53645632200005,P5,5,1,False
21,-86.80073745099997,33.53645628000004,P5,5,1,False
22,-86.80073689899996,33.53645615600004,P5,5,1,False
23,-86.80073637999999,33.536455954000076,P5,5,1,False
24,-86.80073591199994,33.53645567900003,P5,5,1,False
25,-86.80073550699996,33.53645534000003,P5,5,1,False
26,-86.80073518199998,33.53645495200004,P5,5,1,False
27,-86.80072159099996,33.53643530900007,P5,5,1,False
28,-86.80072134799997,33.536434873000076,P5,5,1,False
29,-86.80072119999994,33.53643441000003,P5,5,1,False
30,-86.80072114999996,33.53643393300007,P5,5,1,False
31,-86.80072119999994,33.536433456000054,P5,5,1,False
32,-86.80072134799997,33.53643299300006,P5,5,1,False
33,-86.80072158999997,33.53643255900005,P5,5,1,False
34,-86.80072191799997,33.536432167000044,P5,5,1,False
35,-86.80072232299995,33.53643182800005,P5,5,1,False
36,-86.80072279099994,33.53643155300006,P5,5,1,False
37,-86.80072330999997,33.53643135100003,P5,5,1,False
38,-86.80072386199998,33.53643122700004,P5,5,1,False
0,-86.80063975899998,33.53643551400006,P5,6,1,False
1,-86.80064032899998,33.53643547200005,P5,6,1,False
2,-86.80064089899997,33.53643551400006,P5,6,1,False
3,-86.80064145099999,33.53643563800006,P5,6,1,False
4,-86.80064196999996,33.536435840000024,P5,6,1,False
5,-86.80064243799995,33.53643611500007,P5,6,1,False
6,-86.80064284299993,33.53643645400007,P5,6,1,False
7,-86.80064316599999,33.53643684000008,P5,6,1,False
8,-86.80064837499998,33.53644434900008,P5,6,1,False
9,-86.80064861999995,33.53644478600006,P5,6,1,False
10,-86.80064876799997,33.53644524900005,P5,6,1,False
11,-86.80064881799996,33.53644572600007,P5,6,1,False
12,-86.80064876799997,33.536446203000025,P5,6,1,False
13,-86.80064861999995,33.536446666000074,P5,6,1,False
14,-86.80064837799995,33.53644710000003,P5,6,1,False
15,-86.80064804999995,33.536447492000036,P5,6,1,False
16,-86.80064764499997,33.53644783100003,P5,6,1,False
17,-86.80064717699997,33.53644810600008,P5,6,1,False
18,-86.80064665799995,33.53644830800005,P5,6,1,False
19,-86.80064610599999,33.53644843200004,P5,6,1,False
20,-86.80064553599999,33.53644847400005,P5,6,1,False
21,-86.80064496599994,33.53644843200004,P5,6,1,False
22,-86.80064441399998,33.53644830800005,P5,6,1,False
23,-86.80064389499995,33.53644810600008,P5,6,1,False
24,-86.80064342699995,33.53644783100003,P5,6,1,False
25,-86.80064302199997,33.536447492000036,P5,6,1,False
26,-86.80064269899998,33.536447106000026,P5,6,1,False
27,-86.80063748899994,33.536439597000026,P5,6,1,False
28,-86.80063724499996,33.53643916000004,P5,6,1,False
29,-86.80063709699994,33.53643869700005,P5,6,1,False
30,-86.80063704699995,33.536438220000036,P5,6,1,False
31,-86.80063709699994,33.53643774300008,P5,6,1,False
32,-86.80063724499996,33.53643728000003,P5,6,1,False
33,-86.80063748699996,33.53643684600007,P5,6,1,False
34,-86.80063781499996,33.53643645400007,P5,6,1,False
35,-86.80063821999994,33.53643611500007,P5,6,1,False
36,-86.80063868799994,33.536435840000024,P5,6,1,False
37,-86.80063920699996,33.53643563800006,P5,6,1,False
38,-86.80063975899998,33.53643551400006,P5,6,1,False
0,-86.80297217899994,33.54068321500006,P5,7,1,False
1,-86.80297274899993,33.54068317300005,P5,7,1,False
2,-86.80297331899999,33.54068321500006,P5,7,1,False
3,-86.80297387099995,33.540683339000054,P5,7,1,False
4,-86.80297438999997,33.54068354100008,P5,7,1,False
5,-86.80297485799997,33.54068381600007,P5,7,1,False
6,-86.80297526299995,33.540684155000065,P5,7,1,False
7,-86.80297564199998,33.540684627000076,P5,7,1,False
8,-86.80297969899999,33.54069151700003,P5,7,1,False
9,-86.80297983899999,33.54069179100003,P5,7,1,False
10,-86.80297998699996,33.54069225400008,P5,7,1,False
11,-86.80298003699994,33.540692731000036,P5,7,1,False
12,-86.80297998699996,33.54069320800005,P5,7,1,False
13,-86.80297983899999,33.54069367100004,P5,7,1,False
14,-86.80297959699999,33.54069410500006,P5,7,1,False
15,-86.80297926899999,33.54069449700006,P5,7,1,False
16,-86.80297886399995,33.54069483600006,P5,7,1,False
17,-86.80297839599996,33.54069511100005,P5,7,1,False
18,-86.80297787699999,33.54069531300007,P5,7,1,False
19,-86.80297732499997,33.54069543700007,P5,7,1,False
20,-86.80297675499997,33.54069547900008,P5,7,1,False
21,-86.80297618499998,33.54069543700007,P5,7,1,False
22,-86.80297563299996,33.54069531300007,P5,7,1,False
23,-86.80297511399993,33.54069511100005,P5,7,1,False
24,-86.80297464599994,33.54069483600006,P5,7,1,False
25,-86.80297424099996,33.54069449700006,P5,7,1,False
26,-86.80297386199999,33.54069402500005,P5,7,1,False
