OBJECTID_1,FID_spireM,OBJECTID,LEAKSURVEY,LEAKSURV_1,LASTSURVEY,LEAKSURV_2,SURVEYAREA,TARGETMONT,COMMENTS,SURVEYCYCL,HCA,SHAPE_Leng,Polygon,FID_techFi,OBJECTID__,Survey_Typ,Leak_Locat,Leak_Grade,Marked_Fla,Leak_Loc_1,Probable_S,Gas_In,Surface_Ty,CGI_Test_G,CGI_Test_L,CGI_Test_P,Detected_B,Meter_Numb,Confirm_Me,House_Numb,Street,Street_2,Apt_Suite,City,Comments_1,Survey_Yea,Survey_Con,Grade_1_No,PRESSURETY,CreationDa,Creator,EditDate,Editor,NOTIFICATI,REPORTNUMB,NOTSTATUS,Work_Locat,X,Y,geometry
29,3,7,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25765.4943028,7,204,23495,3 Year,Underground,Grade 2,Yes,<Null>,Main,<Null>,<Null>,<Null>,36,<Null>,<Null>,<Null>,<Null>,3325,altamont rd S,<Null>,<Null>,Birmingham,leak is coming from under previous laid asphalt,2020,Southern Cross,<Null>,<Null>,2020-04-30,Vladimere.Bohemond1,2020-04-30,Vladimere.Bohemond1,10582300,9200023495,<Null>,<Null>,-86.77581,33.504117,"c(-86.77581, 33.5041170000001)"
30,3,7,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25765.4943028,7,191,22907,3 Year,Underground,Grade 3,No,First Cut Regulator,Service,20'+ FRM Building,Unsurfaced,<Null>,4,<Null>,Soap,<Null>,<Null>,3816,Montclair Road,<Null>,<Null>,<Null>,on first cut regulator,2020,Southern Cross,<Null>,<Null>,2020-04-07,Meagan.Howard1,2020-04-07,Meagan.Howard1,10581719,9200022907,<Null>,<Null>,-86.76469,33.504962,"c(-86.76469, 33.504962)"
31,3,7,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25765.4943028,7,27,20844,3 Year,Underground,Grade 3,Yes,Meter Swivel,Main,Curb,Unsurfaced,6,<Null>,<Null>,CGI,riser,<Null>,3109,HIGHLAND AVE S,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,2020-02-19,leighton.landrum1,2020-02-19,leighton.landrum1,10579325,9200020844,<Null>,<Null>,-86.778258,33.508486,"c(-86.7782579999999, 33.5084860000001)"
37,3,7,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25765.4943028,7,194,22937,3 Year,Underground,Grade 3,Yes,<Null>,Main,Curb,Unsurfaced,8,<Null>,<Null>,CGI,<Null>,<Null>,4301,10th Avenue South,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,2020-04-08,Taylor.Leavey1,2020-04-08,Taylor.Leavey1,10581734,9200022937,<Null>,<Null>,-86.766339,33.513346,"c(-86.766339, 33.5133460000001)"
43,3,7,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25765.4943028,7,177,22476,3 Year,Underground,Grade 2,Yes,<Null>,Main,Curb,Unsurfaced,<Null>,65,<Null>,CGI,<Null>,<Null>,3500,36 St S,<Null>,<Null>,<Null>,Intersection Clairmont Ave,2020,Southern Cross,<Null>,<Null>,2020-04-03,Xavier.Patton1,2020-04-03,Xavier.Patton1,10581182,9200022476,<Null>,<Null>,-86.776844,33.514157,"c(-86.776844, 33.5141570000001)"
