OBJECTID_1,FID_spireM,OBJECTID,LEAKSURVEY,LEAKSURV_1,LASTSURVEY,LEAKSURV_2,SURVEYAREA,TARGETMONT,COMMENTS,SURVEYCYCL,HCA,SHAPE_Leng,Polygon,FID_techFi,OBJECTID__,Survey_Typ,Leak_Locat,Leak_Grade,Marked_Fla,Leak_Loc_1,Probable_S,Gas_In,Surface_Ty,CGI_Test_G,CGI_Test_L,CGI_Test_P,Detected_B,Meter_Numb,Confirm_Me,House_Numb,Street,Street_2,Apt_Suite,City,Comments_1,Survey_Yea,Survey_Con,Grade_1_No,PRESSURETY,CreationDa,Creator,EditDate,Editor,NOTIFICATI,REPORTNUMB,NOTSTATUS,Work_Locat,X,Y,geometry
134,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,23,20827,3 Year,Underground,Grade 3,No,Main,Main,Curb,Unsurfaced,<Null>,9,<Null>,CGI,<Null>,<Null>,1926,26TH AVE N,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,2020-02-17,leighton.landrum1,2020-02-17,leighton.landrum1,10579314,9200020827,<Null>,<Null>,-86.825114,33.544803,"c(-86.825114, 33.5448030000001)"
135,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,131,21783,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Concrete,45,<Null>,<Null>,CGI,N/A,N/A,2498,24t St N,On 24th St between 24th Ct. N. and Finley Blvd.,<Null>,<Null>,"Holes in sidewalk, <5' from street, across from Southway Crane & Rigging on 24th Sr. N.",2020,Southern Cross,<Null>,<Null>,2020-03-16,Jackie.Butts1,2020-03-16,Jackie.Butts1,10580627,9200021783,<Null>,<Null>,-86.818394,33.544896,"c(-86.818394, 33.5448960000001)"
136,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,107,21557,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Unsurfaced,38,<Null>,<Null>,CGI,N/A,N/A,2510,24TH ST N,25th Court N.,<Null>,<Null>,"On/near gas pipeline, at curb, gas odor",2020,Southern Cross,<Null>,<Null>,2020-03-13,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580304,9200021557,<Null>,<Null>,-86.818761,33.545802,"c(-86.8187609999999, 33.545802)"
137,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,106,21550,3 Year,Underground,Grade 3,No,<Null>,<Null>,Sanitary Manhole,Tar Mix,<Null>,4,<Null>,CGI,N/A,N/A,2510,24TH ST N,25th Ct. N.,<Null>,<Null>,City of Birmingham Sewer manhole,2020,Southern Cross,<Null>,<Null>,2020-03-13,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580303,9200021550,<Null>,<Null>,-86.818834,33.545841,"c(-86.818834, 33.5458410000001)"
138,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,110,21560,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Unsurfaced,50,<Null>,<Null>,CGI,N/A,N/A,2508,25TH ST N,Finley Blvd.,<Null>,<Null>,"At curb, on/near gas pipeline, gas odor, bet 25th st * 25th Ct",2020,Southern Cross,<Null>,<Null>,2020-03-13,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580307,9200021560,<Null>,<Null>,-86.817263,33.54601,"c(-86.817263, 33.54601)"
139,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,108,21558,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Unsurfaced,80,<Null>,<Null>,CGI,N/A,N/A,2580,24TH ST N,between 26th Ave. N. and 24th Ct. N.,<Null>,<Null>,"At sidewalk, near Hopewell MBC, bet. 26th Ave  25th Ct",2020,Southern Cross,<Null>,<Null>,2020-03-13,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580305,9200021558,<Null>,<Null>,-86.818959,33.546106,"c(-86.8189589999999, 33.5461060000001)"
140,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,99,21515,3 Year,Underground,Grade 2,No,<Null>,Main,Street,Tar Mix,67,<Null>,<Null>,CGI,N/A,N/A,2300,26TH AVE N,23rd St. N.,<Null>,<Null>,On/near gas pipeline,2020,Southern Cross,<Null>,<Null>,2020-03-12,Jackie.Butts1,2020-03-12,Jackie.Butts1,10580291,9200021515,<Null>,<Null>,-86.820403,33.546188,"c(-86.8204029999999, 33.546188)"
141,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,103,21545,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Unsurfaced,62,<Null>,<Null>,CGI,N/A,N/A,2433,CARRAWAY BLVD,Finley Blvd.,<Null>,<Null>,"Gas detected around utility pole at curb, across from convenience store, strong gas odor",2020,Southern Cross,<Null>,<Null>,2020-03-13,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580299,9200021545,<Null>,<Null>,-86.815396,33.54623,"c(-86.815396, 33.54623)"
142,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,109,21559,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Unsurfaced,93,<Null>,<Null>,CGI,N/A,N/A,2580,24TH ST N,between 26th Ave. N. and 25th Ct. N,<Null>,<Null>,"On/near gas pipeline, at utility pole, near Hopewell MBC, bet. 26th Ave  25th Ct",2020,Southern Cross,<Null>,<Null>,2020-03-13,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580306,9200021559,<Null>,<Null>,-86.818987,33.546253,"c(-86.8189869999999, 33.546253)"
143,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,105,21548,3 Year,Underground,Grade 2,No,<Null>,Main,Street,Tar Mix,75,<Null>,<Null>,CGI,N/A,N/A,2520,25TH ST N,25th Ct. N.,<Null>,<Null>,"Holes in asphalt, patches in street, gas odor, Int. 25th St & 25th Ct",2020,Southern Cross,<Null>,<Null>,2020-03-13,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580302,9200021548,<Null>,<Null>,-86.817549,33.546318,"c(-86.817549, 33.546318)"
144,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,104,21547,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Unsurfaced,91,<Null>,<Null>,CGI,N/A,N/A,2624,25TH ST N,between 26th Ave. N./25th Ct. N.,<Null>,<Null>,"On/near gas pipeline, vacant lot, buried cable, gas odor, at curb. from cracks in asphalt/street",2020,Southern Cross,<Null>,<Null>,2020-03-13,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580301,9200021547,<Null>,<Null>,-86.817569,33.546625,"c(-86.8175689999999, 33.5466250000001)"
145,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,97,21509,3 Year,Underground,Grade 2,No,<Null>,Main,20'+ FRM Building,Unsurfaced,68,<Null>,<Null>,CGI,N/A,N/A,2408,26TH AVE N,24th St. N.,<Null>,<Null>,"On/near gas pipeline, 5+ ft. from street, across st from 2408",2020,Southern Cross,<Null>,<Null>,2020-03-12,Jackie.Butts1,2020-03-12,Jackie.Butts1,10580288,9200021509,<Null>,<Null>,-86.818589,33.546845,"c(-86.818589, 33.5468450000001)"
146,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,101,21523,3 Year,Underground,Grade 2,No,<Null>,Main,20'+ FRM Building,Unsurfaced,64,<Null>,<Null>,Odor,N/A,N/A,2500,27TH ST N,25th Court N.,<Null>,<Null>,"25th Ct. N. - around utility pole, buried cable, strong gas odor, behind 2500",2020,Southern Cross,<Null>,<Null>,2020-03-12,Jackie.Butts1,2020-03-12,Jackie.Butts1,10580293,9200021523,<Null>,<Null>,-86.814853,33.547156,"c(-86.814853, 33.547156)"
147,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,95,21498,3 Year,Underground,Grade 3,No,<Null>,<Null>,Sanitary Manhole,Tar Mix,<Null>,<Null>,70,CGI,N/A,N/A,2500,26TH AVE N,<Null>,<Null>,<Null>,Sewer manhole - methane detected,2020,Southern Cross,<Null>,<Null>,2020-03-11,Jackie.Butts1,2020-03-11,Jackie.Butts1,10580286,9200021498,<Null>,<Null>,-86.817622,33.547158,"c(-86.817622, 33.547158)"
148,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,96,21499,3 Year,Underground,Grade 3,No,Valve,Main,Street,Tar Mix,<Null>,<Null>,100,CGI,N/A,N/A,2614,25TH ST N,26th Ave. N.,<Null>,<Null>,"Gas valve in street, unable to remove cover",2020,Southern Cross,<Null>,<Null>,2020-03-11,Jackie.Butts1,2020-03-11,Jackie.Butts1,10580287,9200021499,<Null>,<Null>,-86.817778,33.547245,"c(-86.817778, 33.547245)"
149,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,98,21511,3 Year,Underground,Grade 2,No,<Null>,Main,10' - 20' FRM Building,Unsurfaced,10,<Null>,<Null>,CGI,N/A,N/A,2612,24TH ST N,<Null>,<Null>,<Null>,"Tri-Fab Steel, sidewalk",2020,Southern Cross,<Null>,<Null>,2020-03-12,Jackie.Butts1,2020-03-12,Jackie.Butts1,10580290,9200021511,<Null>,<Null>,-86.819578,33.547455,"c(-86.819578, 33.5474550000001)"
150,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,100,21522,3 Year,Underground,Grade 3,No,Service Riser,Service,<10' FRM Building,Unsurfaced,<Null>,15,<Null>,Soap,NA 166,NA 166,2501,27TH ST N,<Null>,<Null>,<Null>,Below service cock,2020,Southern Cross,<Null>,<Null>,2020-03-12,Jackie.Butts1,2020-03-13,Jackie.Butts1,10580292,9200021522,<Null>,<Null>,-86.813788,33.54751,"c(-86.813788, 33.54751)"
151,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,92,21494,3 Year,Underground,Grade 1,No,Service,Service,<10' FRM Building,Unsurfaced,39,<Null>,<Null>,CGI,BA439778,BA439778,0,27TH AVE N,<Null>,<Null>,<Null>,"Below ground near meter, <2' from building, gas odor",2020,Southern Cross,<Null>,<Null>,2020-03-11,Jackie.Butts1,2020-03-11,Jackie.Butts1,10580029,9200021494,<Null>,<Null>,-86.817242,33.548336,"c(-86.817242, 33.5483360000001)"
152,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,90,21485,3 Year,Underground,Grade 3,No,<Null>,<Null>,Sanitary Manhole,<Null>,<Null>,<Null>,278,CGI,N/A,N/A,2500,27TH AVE N,25th St. N,<Null>,<Null>,"Sewer, methane detected, unable to lift/remove manhole cover",2020,Southern Cross,<Null>,<Null>,2020-03-11,Jackie.Butts1,2020-03-11,Jackie.Butts1,10580280,9200021485,<Null>,<Null>,-86.818116,33.548358,"c(-86.818116, 33.5483580000001)"
153,6,4,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,19595.8623189,4,91,21486,3 Year,Underground,Grade 3,No,<Null>,Regulator Station,20'+ FRM Building,Concrete,<Null>,4,<Null>,CGI,N/A,N/A,2620,27TH AVE N,25th St. N.,<Null>,<Null>,"Regulator station, unable to open cover",2020,Southern Cross,<Null>,<Null>,2020-03-11,Jackie.Butts1,2020-03-11,Jackie.Butts1,10580281,9200021486,<Null>,<Null>,-86.817091,33.548626,"c(-86.8170909999999, 33.5486260000001)"
