OBJECTID_1,FID_spireM,OBJECTID,LEAKSURVEY,LEAKSURV_1,LASTSURVEY,LEAKSURV_2,SURVEYAREA,TARGETMONT,COMMENTS,SURVEYCYCL,HCA,SHAPE_Leng,Polygon,FID_techFi,OBJECTID__,Survey_Typ,Leak_Locat,Leak_Grade,Marked_Fla,Leak_Loc_1,Probable_S,Gas_In,Surface_Ty,CGI_Test_G,CGI_Test_L,CGI_Test_P,Detected_B,Meter_Numb,Confirm_Me,House_Numb,Street,Street_2,Apt_Suite,City,Comments_1,Survey_Yea,Survey_Con,Grade_1_No,PRESSURETY,CreationDa,Creator,EditDate,Editor,NOTIFICATI,REPORTNUMB,NOTSTATUS,Work_Locat,X,Y,geometry
164,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,87,21480,3 Year,Underground,Grade 3,No,<Null>,Regulator Station,<10' FRM Building,Concrete,<Null>,4,<Null>,CGI,N/A,N/A,2429,29TH AVE N,<Null>,<Null>,<Null>,"Regulator station, gas odor",2020,Southern Cross,<Null>,<Null>,2020-03-11,Jackie.Butts1,2020-03-11,Jackie.Butts1,10580276,9200021480,<Null>,<Null>,-86.818994,33.549879,"c(-86.818994, 33.549879)"
165,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,94,21496,3 Year,Underground,Grade 2,No,<Null>,Main,20'+ FRM Building,Unsurfaced,56,<Null>,<Null>,CGI,N/A,N/A,2501,29TH AVE N,<Null>,<Null>,<Null>,"On/near gas pipeline, near railroad tracks, around train crossing signal, gas odor",2020,Southern Cross,<Null>,<Null>,2020-03-11,Jackie.Butts1,2020-03-11,Jackie.Butts1,10580285,9200021496,<Null>,<Null>,-86.818636,33.549898,"c(-86.818636, 33.549898)"
166,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,86,21476,3 Year,Underground,Grade 1,No,<Null>,Main,10' - 20' FRM Building,Unsurfaced,55,<Null>,<Null>,CGI,N/A - Riser only,N/A - Riser only,2129,31ST AVE N,22nd St. N.,<Null>,<Null>,"On/near gas pipeline, gas detected from water valve box, customer expressed concern",2020,Southern Cross,<Null>,<Null>,2020-03-11,Jackie.Butts1,2020-03-11,Jackie.Butts1,10580045,9200021476,<Null>,<Null>,-86.824128,33.550751,"c(-86.824128, 33.550751)"
167,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,78,21457,3 Year,Underground,Grade 2,No,<Null>,Main,Street,Tar Mix,50,<Null>,<Null>,CGI,<Null>,<Null>,2129,31ST AVE N,22nd St. N.,<Null>,<Null>,"Gas detected from cracks/holes in street, near patch in street intersection of 31st Ave & 22nd",2020,Southern Cross,<Null>,<Null>,2020-03-09,Jackie.Butts1,2020-03-09,Jackie.Butts1,10580265,9200021457,<Null>,<Null>,-86.824245,33.55108,"c(-86.824245, 33.5510800000001)"
168,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,0,20188,3 Year,Underground,Grade 3,No,<Null>,Meter,<10' FRM Building,Unsurfaced,<Null>,<Null>,347,CGI,CB 14179,CB 14179,2821,29TH AVE N,<Null>,<Null>,BIRMINGHAM,Shut off/service cock,2020,Southern Cross,<Null>,<Null>,2020-02-12,Jackie.Butts1,2020-02-12,Jackie.Butts1,10578853,9200020188,<Null>,<Null>,-86.813353,33.55119,"c(-86.8133529999999, 33.5511900000001)"
169,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,64,21182,3 Year,Underground,Grade 3,No,Valve,Main,Street,Tar Mix,<Null>,<Null>,150,CGI,<Null>,<Null>,2500,30TH AVE N,<Null>,<Null>,<Null>,Gas valve; SW corner 30th Ave & 25th St,2020,Southern Cross,<Null>,<Null>,2020-02-27,Jackie.Butts1,2020-02-27,Jackie.Butts1,10579668,9200021182,<Null>,<Null>,-86.819445,33.551251,"c(-86.819445, 33.551251)"
170,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,115,21573,3 Year,Underground,Grade 3,No,Valve,Main,Street,Tar Mix,<Null>,<Null>,25,CGI,<Null>,<Null>,1928,33rd Ave N,30th St. N,<Null>,<Null>,Gas valve in street,2020,Southern Cross,<Null>,<Null>,2020-03-06,Jackie.Butts1,2020-03-06,Jackie.Butts1,10580316,9200021573,<Null>,<Null>,-86.827952,33.552284,"c(-86.827952, 33.552284)"
171,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,65,21184,3 Year,Underground,Grade 2,No,Main,Main,Curb,Unsurfaced,78,<Null>,<Null>,CGI,<Null>,<Null>,3100,25TH ST N,31st Ave. N,<Null>,<Null>,"15+ ft. from residence, at curb, gas odor; Intersection of 25th St & 31st Ave",2020,Southern Cross,<Null>,<Null>,2020-02-27,Jackie.Butts1,2020-02-27,Jackie.Butts1,10579670,9200021184,<Null>,<Null>,-86.819927,33.552369,"c(-86.819927, 33.5523690000001)"
172,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,117,21584,3 Year,Underground,Grade 2,No,Main,Main,Street,Unsurfaced,50,<Null>,<Null>,CGI,N/A,N/A,3220,22ND ST N,Between 32nd Ave. N. and 33rd Ave. N,NA,<Null>,"Vacant lot, slight gas odor, gas detected along pipeline; on 22nd bet. 32nd & 33rd near alley",2020,Southern Cross,<Null>,<Null>,2020-03-06,Jackie.Butts1,2020-03-06,Jackie.Butts1,10580322,9200021584,<Null>,<Null>,-86.824887,33.552609,"c(-86.824887, 33.5526090000001)"
173,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,59,21164,3 Year,Underground,Grade 3,No,Service Riser,Meter,<10' FRM Building,Unsurfaced,<Null>,2,<Null>,CGI,RISER ONLY,RISER ONLY,2417,32ND AVE N,<Null>,<Null>,<Null>,RISER ONLY,2020,Southern Cross,<Null>,<Null>,2020-02-27,Jackie.Butts1,2020-02-27,Jackie.Butts1,10579657,9200021164,<Null>,<Null>,-86.820771,33.552928,"c(-86.820771, 33.5529280000001)"
174,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,63,21181,3 Year,Underground,Grade 3,No,Main,Main,Street,Tar Mix,<Null>,4,<Null>,CGI,<Null>,<Null>,3112,25TH ST N,<Null>,<Null>,<Null>,Hole in street,2020,Southern Cross,<Null>,<Null>,2020-02-27,Jackie.Butts1,2020-02-27,Jackie.Butts1,10579667,9200021181,<Null>,<Null>,-86.82023,33.552962,"c(-86.82023, 33.552962)"
175,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,56,21159,3 Year,Underground,Grade 3,No,Main,Main,Sanitary Manhole,<Null>,<Null>,<Null>,50,CGI,<Null>,<Null>,2429,32ND AVE N,<Null>,<Null>,<Null>,"City of Birmingham Storm Sewer, methane detected",2020,Southern Cross,<Null>,<Null>,2020-02-26,Jackie.Butts1,2020-02-26,Jackie.Butts1,10579655,9200021159,<Null>,<Null>,-86.820429,33.553351,"c(-86.820429, 33.5533510000001)"
176,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,114,21570,3 Year,Underground,Grade 2,No,Main,Main,Street,<Null>,90,<Null>,<Null>,CGI,<Null>,<Null>,2128,33rd Ave N,Gas pipeline on 22nd St. N.,<Null>,<Null>,"On/near gas pipeline on 22nd St. N., end of driveway at 2128 33rd Ave. N., strong gas odor",2020,Southern Cross,<Null>,<Null>,2020-03-03,Jackie.Butts1,2020-03-03,Jackie.Butts1,10580314,9200021570,<Null>,<Null>,-86.825281,33.553356,"c(-86.825281, 33.5533560000001)"
177,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,55,21158,3 Year,Underground,Grade 3,No,Main,Main,Sanitary Manhole,Tar Mix,<Null>,5,<Null>,CGI,N/A,N/A,2505,32ND AVE N,<Null>,<Null>,<Null>,City of Birmingham Sanitary Sewer,2020,Southern Cross,<Null>,<Null>,2020-02-26,Jackie.Butts1,2020-02-26,Jackie.Butts1,10579654,9200021158,<Null>,<Null>,-86.819847,33.55341,"c(-86.819847, 33.55341)"
178,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,57,21160,3 Year,Underground,Grade 1,No,Service,Service,10' - 20' FRM Building,Unsurfaced,85,<Null>,<Null>,CGI,<Null>,<Null>,2510,32ND AVE N,<Null>,<Null>,<Null>,"Front yard, gas odor",2020,Southern Cross,<Null>,<Null>,2020-02-26,Jackie.Butts1,2020-02-26,Jackie.Butts1,20521102,9200021160,<Null>,<Null>,-86.819735,33.553603,"c(-86.819735, 33.5536030000001)"
179,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,112,21566,3 Year,Underground,Grade 3,No,Service Cock,Service,<10' FRM Building,Unsurfaced,<Null>,4,<Null>,Soap,BA602730,BA602730,2213,34th Ave N,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,2020-03-03,Jackie.Butts1,2020-03-03,Jackie.Butts1,10580310,9200021566,<Null>,<Null>,-86.824777,33.553922,"c(-86.824777, 33.5539220000001)"
180,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,68,21197,3 Year,Underground,Grade 3,No,Valve,Main,10' - 20' FRM Building,Unsurfaced,<Null>,15,<Null>,CGI,<Null>,<Null>,2029,35TH AVE N,<Null>,<Null>,<Null>,Gas valve - front yard near curb,2020,Southern Cross,<Null>,<Null>,2020-02-28,Jackie.Butts1,2020-02-28,Jackie.Butts1,10579680,9200021197,<Null>,<Null>,-86.82735,33.5545,"c(-86.82735, 33.5545000000001)"
181,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,70,21200,3 Year,Underground,Grade 1,No,Service,Service,10' - 20' FRM Building,Unsurfaced,93,<Null>,<Null>,Odor,N/A,N/A,0,20th St. N,36th Ave. N.,<Null>,<Null>,"Exposed/damaged gas line, vacant lot, strong gas odor, hissing",2020,Southern Cross,<Null>,<Null>,2020-02-28,Jackie.Butts1,2020-02-28,Jackie.Butts1,10579564,9200021200,<Null>,<Null>,-86.828932,33.554796,"c(-86.828932, 33.5547960000001)"
182,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,54,21157,3 Year,Underground,Grade 2,No,Main,Main,Street,Tar Mix,79,<Null>,<Null>,Odor,N/A,N/A,2128,35TH AVE N,22nd St. N,<Null>,<Null>,"Cracks in street, on/near gas pipeline, gas odor; 35th Ave & 22nd St Intersection",2020,Southern Cross,<Null>,<Null>,2020-02-26,Jackie.Butts1,2020-02-26,Jackie.Butts1,10579653,9200021157,<Null>,<Null>,-86.825878,33.554992,"c(-86.825878, 33.554992)"
183,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,48,21140,3 Year,Underground,Grade 2,No,Main,Main,10' - 20' FRM Building,Unsurfaced,30,<Null>,<Null>,CGI,<Null>,<Null>,2428,34TH AVE N,25th St. N.,<Null>,<Null>,"On/near gas pipeline, strong gas odor, resident complaint of gas odor, readings 30% - 85% gas",2020,Southern Cross,<Null>,<Null>,2020-02-25,Jackie.Butts1,2020-02-25,Jackie.Butts1,10579639,9200021140,<Null>,<Null>,-86.821226,33.555375,"c(-86.821226, 33.555375)"
184,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,49,21146,3 Year,Underground,Grade 3,No,Service Cock,Meter,<10' FRM Building,Unsurfaced,<Null>,<Null>,134,CGI,BA929864,BA929864,2305,35TH AVE N,<Null>,<Null>,<Null>,Cut off/service cock,2020,Southern Cross,<Null>,<Null>,2020-02-26,Jackie.Butts1,2020-02-26,Jackie.Butts1,10579643,9200021146,<Null>,<Null>,-86.824127,33.555431,"c(-86.824127, 33.5554310000001)"
185,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,51,21149,3 Year,Underground,Grade 3,No,Main,Main,Curb,Concrete,<Null>,4,<Null>,CGI,N/A,N/A,2128,35TH AVE N,Between 35th and 36th Ave. N,<Null>,<Null>,Drain - beneath sidewalk; Between 35th and 36th Ave. N at alley,2020,Southern Cross,<Null>,<Null>,2020-02-26,Jackie.Butts1,2020-02-26,Jackie.Butts1,10579646,9200021149,<Null>,<Null>,-86.826133,33.555444,"c(-86.826133, 33.5554440000001)"
186,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,47,21139,3 Year,Underground,Grade 3,No,Main,Main,10' - 20' FRM Building,Concrete,<Null>,2,<Null>,CGI,<Null>,<Null>,2428,34TH AVE N,25th St.N,<Null>,<Null>,"Gas detected from storm drain, strong gas odor in area",2020,Southern Cross,<Null>,<Null>,2020-02-25,Jackie.Butts1,2020-02-25,Jackie.Butts1,10579638,9200021139,<Null>,<Null>,-86.821216,33.555452,"c(-86.8212159999999, 33.5554520000001)"
187,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,53,21154,3 Year,Underground,Grade 2,No,Main,Main,Curb,Concrete,<Null>,82,<Null>,CGI,N/A,N/A,2128,35TH AVE N,35th/36th Ave. N,<Null>,<Null>,"Under sidewalk - on/near gas pipeline, gas odor; Between 35th and 36th Ave. N at alley",2020,Southern Cross,<Null>,<Null>,2020-02-26,Jackie.Butts1,2020-02-26,Jackie.Butts1,10579650,9200021154,<Null>,<Null>,-86.826129,33.555484,"c(-86.826129, 33.555484)"
188,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,24,20830,3 Year,Underground,Grade 3,No,Main,Main,Sanitary Manhole,Tar Mix,<Null>,<Null>,60,CGI,<Null>,<Null>,2629,34th Ave. N,<Null>,<Null>,Birmingham,"City of Birmingham Sanitary Sewer, on 27th St adjacent to alley",2020,Southern Cross,<Null>,<Null>,2020-02-17,Jackie.Butts1,2020-02-17,Jackie.Butts1,10579317,9200020830,<Null>,<Null>,-86.818081,33.555632,"c(-86.8180809999999, 33.5556320000001)"
189,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,25,20842,3 Year,Underground,Grade 2,No,Main,Main,10' - 20' FRM Building,Concrete,<Null>,27,<Null>,CGI,<Null>,<Null>,2425,35TH AVE N,25th St. N,<Null>,Birmingham,Gas detected from crack in sidewalk,2020,Southern Cross,<Null>,<Null>,2020-02-18,Jackie.Butts1,2020-02-18,Jackie.Butts1,10579324,9200020842,<Null>,<Null>,-86.821561,33.556157,"c(-86.821561, 33.556157)"
190,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,43,21125,3 Year,Underground,Grade 3,No,Meter,Meter,<10' FRM Building,Unsurfaced,<Null>,<Null>,50,CGI,<Null>,<Null>,2311,36TH AVE N,<Null>,<Null>,<Null>,Gas detected under house - unable to access meter,2020,Southern Cross,<Null>,<Null>,2020-02-25,Jackie.Butts1,2020-02-25,Jackie.Butts1,10579359,9200021125,<Null>,<Null>,-86.82421,33.556309,"c(-86.8242099999999, 33.5563090000001)"
191,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,111,21561,3 Year,Underground,Grade 1,No,Meter,Meter,<Null>,Unsurfaced,2,<Null>,<Null>,CGI,<Null>,gas reading inside the house meter locate under ho,2311,36TH AVE N,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,2020-03-02,leighton.landrum1,2020-03-02,leighton.landrum1,10579608,9200021561,<Null>,<Null>,-86.824266,33.556461,"c(-86.824266, 33.5564610000001)"
192,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,42,21124,3 Year,Underground,Grade 3,No,Meter,Meter,<10' FRM Building,Unsurfaced,<Null>,<Null>,107,CGI,BA647434,BA647434,2317,36TH AVE N,<Null>,<Null>,<Null>,Customer side,2020,Southern Cross,<Null>,<Null>,2020-02-25,Jackie.Butts1,2020-02-25,Jackie.Butts1,10579358,9200021124,<Null>,<Null>,-86.824093,33.556524,"c(-86.8240929999999, 33.556524)"
193,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,26,20843,3 Year,Underground,Grade 1,No,Service,Service,<10' FRM Building,Unsurfaced,25,<Null>,<Null>,CGI,RA2302,RA2302,3424,26TH ST N,35th Ave. N,<Null>,Birmingham,"Masjidul Qur'an, <10 ft. from building, strong gas odor",2020,Southern Cross,<Null>,<Null>,2020-02-19,Jackie.Butts1,2020-02-19,Jackie.Butts1,10578961,9200020843,<Null>,<Null>,-86.820323,33.556554,"c(-86.820323, 33.5565540000001)"
194,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,44,21128,3 Year,Underground,Grade 3,No,Main,Main,Sanitary Manhole,Tar Mix,<Null>,<Null>,50,CGI,<Null>,<Null>,2240,36TH AVE N,<Null>,<Null>,<Null>,City of Birmingham Sanitary Sewer - methane detected,2020,Southern Cross,<Null>,<Null>,2020-02-25,Jackie.Butts1,2020-02-25,Jackie.Butts1,10579630,9200021128,<Null>,<Null>,-86.824455,33.556555,"c(-86.8244549999999, 33.5565550000001)"
195,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,41,20878,3 Year,Underground,Grade 3,No,Main,Main,Sanitary Manhole,Tar Mix,<Null>,<Null>,190,CGI,<Null>,<Null>,3520,27TH ST N,<Null>,<Null>,Birmingham,City of Birmingham Sanitary Sewer,2020,Southern Cross,<Null>,<Null>,2020-02-21,Jackie.Butts1,2020-02-21,Jackie.Butts1,10579354,9200020878,<Null>,<Null>,-86.820321,33.557188,"c(-86.820321, 33.5571880000001)"
196,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,5,20494,3 Year,Underground,Grade 1,No,<Null>,Service,Foundation,Concrete,25,93,<Null>,CGI,<Null>,<Null>,2725,35th Ave. N,<Null>,<Null>,BIRMINGHAM,"Foundation, asphalt, less than 5 ft. from building, strong gas odor, barholes - foundation, asphalt",2020,Southern Cross,<Null>,<Null>,2020-02-13,Jackie.Butts1,2020-02-14,Jackie.Butts1,10578710,9200020494,<Null>,<Null>,-86.817458,33.55736,"c(-86.817458, 33.5573600000001)"
197,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,4,20488,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Tar Mix,<Null>,<Null>,50,CGI,<Null>,<Null>,3410,28TH PL N,<Null>,<Null>,BIRMINGHAM,"Methane detected, City of Birmingham Sanitary Sewer",2020,Southern Cross,<Null>,<Null>,2020-02-12,Jackie.Butts1,2020-02-12,Jackie.Butts1,10578863,9200020488,<Null>,<Null>,-86.815767,33.557408,"c(-86.8157669999999, 33.5574080000001)"
198,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,8,20507,3 Year,Underground,Grade 3,No,<Null>,Main,Street,Tar Mix,<Null>,5,<Null>,CGI,<Null>,<Null>,2803,35TH AVE N,28th St. N,<Null>,BIRMINGHAM,At intersection of 35th Ave & 28th St,2020,Southern Cross,<Null>,<Null>,2020-02-14,Jackie.Butts1,2020-02-14,Jackie.Butts1,10578875,9200020507,<Null>,<Null>,-86.817132,33.557496,"c(-86.817132, 33.5574960000001)"
199,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,46,21132,3 Year,Underground,Grade 2,No,Service,Service,10' - 20' FRM Building,Unsurfaced,<Null>,52,<Null>,CGI,BA775394,BA775394,3618,24TH ST N,<Null>,<Null>,<Null>,"<10+ ft. from residence, gas odor",2020,Southern Cross,<Null>,<Null>,2020-02-25,Jackie.Butts1,2020-02-25,Jackie.Butts1,10579633,9200021132,<Null>,<Null>,-86.823676,33.557532,"c(-86.823676, 33.557532)"
200,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,40,20872,3 Year,Underground,Grade 3,No,Main,Main,Sanitary Manhole,Tar Mix,<Null>,<Null>,250,CGI,<Null>,<Null>,2525,36TH AVE N,Carraway Blvd,<Null>,Birmingham,City of Birmingham Sanitary Sewer; intersection of 36th Ave & Carraway Blvd,2020,Southern Cross,<Null>,<Null>,2020-02-21,Jackie.Butts1,2020-02-21,Jackie.Butts1,10579348,9200020872,<Null>,<Null>,-86.820465,33.557618,"c(-86.820465, 33.557618)"
201,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,2,20485,3 Year,Underground,Grade 2,No,<Null>,Main,10' - 20' FRM Building,Unsurfaced,20,<Null>,<Null>,CGI,<Null>,<Null>,2827,35TH AVE N,28th PL N,<Null>,BIRMINGHAM,"Around utility pole, near United Steelworkers building, gas odor",2020,Southern Cross,<Null>,<Null>,2020-02-12,Jackie.Butts1,2020-02-12,Jackie.Butts1,10578860,9200020485,<Null>,<Null>,-86.815981,33.557805,"c(-86.815981, 33.557805)"
202,7,3,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,22816.6869893,3,3,20487,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Concrete,<Null>,2,<Null>,CGI,<Null>,<Null>,2825,35TH AVE N,<Null>,<Null>,BIRMINGHAM,"Around stop sign, 2% LEL surface, 20+ from building, unable to make barhole in concrete",2020,Southern Cross,<Null>,<Null>,2020-02-12,Jackie.Butts1,2020-02-12,Jackie.Butts1,10578862,9200020487,<Null>,<Null>,-86.815817,33.557841,"c(-86.815817, 33.5578410000001)"
