,Unnamed: 0,Time Stamp,CH4 (ppm),C2H6 (ppb),R,C2/C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK
17,17,07/11/2020 01:21:50.516,2.18614,0.633,0.83,0.036000000000000004,0.078,105.0,21,0.9,1,33.64137268,-86.71153259,P24,17,P24L17
18,18,07/11/2020 01:34:03.086,2.1463900000000002,5.207000000000001,0.8759999999999999,0.026000000000000002,0.14,184.0,13,3.8,1,33.63987732,-86.69228363,P24,18,P24L18
19,19,07/11/2020 02:00:18.305,2.01765,0.419,0.8540000000000001,0.019,0.09,110.0,12,1.1,1,33.64927673,-86.69306183,P24,19,P24L19
20,20,07/11/2020 02:09:42.120,2.6802,2.9,0.971,0.006,0.742,156.3,20,15.8,1,33.64209747,-86.68932343,P24,20,P24L20
0,0,07/18/2020 21:44:17.812,3.9516699999999996,15.089,0.996,0.006,2.032,85.4,14,16.6,5,33.65302277,-86.67773438,P25,0,P25L0
1,1,07/14/2020 00:39:26.019,2.95182,21.469,0.988,0.008,0.9420000000000001,219.2,14,30.4,5,33.6456871,-86.6809082,P25,1,P25L1
2,2,07/14/2020 00:21:18.428,2.6486099999999997,7.4239999999999995,0.9740000000000001,0.009000000000000001,0.643,209.0,18,11.9,3,33.64757156,-86.68054199,P25,2,P25L2
3,3,07/18/2020 21:17:29.211,2.42424,11.693,0.973,0.008,0.479,261.7,25,17.6,3,33.64704132,-86.67832184,P25,3,P25L3
4,4,07/14/2020 00:38:36.867,3.2437099999999996,22.853,0.9890000000000001,0.006999999999999999,1.234,107.1,10,21.9,2,33.64639664,-86.67357636,P25,4,P25L4
5,5,07/18/2020 21:35:39.156,2.37372,15.509,0.8809999999999999,0.005,0.386,256.8,16,7.6,1,33.64568329,-86.68138123,P25,5,P25L5
6,6,07/15/2020 23:52:48.710,2.39837,2.713,0.981,0.011000000000000001,0.45799999999999996,181.9,19,5.3,2,33.65421295,-86.66904449,P25,6,P25L6
7,7,07/16/2020 00:01:45.491,4.13969,8.573,0.997,0.006999999999999999,2.19,161.2,20,43.0,6,33.65369034,-86.67127991,P25,7,P25L7
8,8,07/16/2020 00:04:31.379,2.49562,2.9589999999999996,0.9790000000000001,0.011000000000000001,0.5670000000000001,218.7,22,7.2,3,33.66133499,-86.67314148,P25,8,P25L8
9,9,07/15/2020 23:31:03.827,2.24122,6.0729999999999995,0.955,0.013999999999999999,0.264,176.4,19,6.0,2,33.64870834,-86.67584991,P25,9,P25L9
10,10,07/15/2020 23:32:29.843,2.17786,7.152,0.9390000000000001,0.016,0.201,161.6,16,2.9,3,33.64573288,-86.67501068,P25,10,P25L10
11,11,07/15/2020 23:43:55.001,2.47147,7.475,0.977,0.013000000000000001,0.515,282.2,17,8.2,2,33.651317600000006,-86.67904663,P25,11,P25L11
12,12,07/16/2020 00:06:41.427,2.09538,-1.2429999999999999,0.898,0.017,0.161,139.9,15,1.4,2,33.65028381,-86.67227173,P25,12,P25L12
13,13,07/18/2020 21:33:08.628,2.3155200000000002,15.613,0.912,0.006999999999999999,0.33399999999999996,199.5,18,3.3,2,33.6478157,-86.67149353,P25,13,P25L13
14,14,07/18/2020 22:16:59.592,2.00365,3.676,0.9009999999999999,0.08800000000000001,0.064,83.4,8,0.6,2,33.64884949,-86.66960907,P25,14,P25L14
15,15,07/14/2020 00:01:12.464,2.61735,2.0669999999999997,0.96,0.008,0.24600000000000002,334.2,21,4.4,1,33.66630173,-86.66742706,P25,15,P25L15
16,16,07/14/2020 00:04:40.336,2.0144,-0.5579999999999999,0.767,0.037000000000000005,0.035,38.9,6,0.1,1,33.65127563,-86.67364502,P25,16,P25L16
17,17,07/14/2020 00:08:50.396,2.04084,1.534,0.763,0.09,0.059000000000000004,20.0,6,0.2,1,33.65383148,-86.67549133,P25,17,P25L17
18,18,07/14/2020 00:17:15.638,2.3300799999999997,4.354,0.953,0.01,0.319,294.8,19,13.2,1,33.65109634,-86.67980957,P25,18,P25L18
19,19,07/14/2020 00:19:19.542,2.0598400000000003,5.8870000000000005,0.9440000000000001,0.1,0.054000000000000006,14.6,6,0.1,1,33.65104294,-86.68330383,P25,19,P25L19
20,20,07/14/2020 00:33:55.267,3.25085,18.416,0.98,0.005,1.248,253.8,24,23.1,1,33.65097046,-86.67568207,P25,20,P25L20
21,21,07/14/2020 00:48:24.336,2.56153,16.392,0.9690000000000001,0.008,0.589,119.5,21,4.4,1,33.65398407,-86.67015839,P25,21,P25L21
22,22,07/14/2020 00:55:56.227,2.04126,9.709,0.7190000000000001,0.011000000000000001,0.07200000000000001,44.6,5,0.3,1,33.65076065,-86.67112732,P25,22,P25L22
23,23,07/15/2020 23:37:28.953,2.0659799999999997,2.546,0.77,0.009000000000000001,0.098,68.1,9,0.4,1,33.64902878,-86.67829132,P25,23,P25L23
24,24,07/15/2020 23:48:08.032,2.07151,2.101,0.8340000000000001,0.02,0.115,87.1,11,1.2,1,33.6534729,-86.66579437,P25,24,P25L24
25,25,07/15/2020 23:49:46.336,2.07125,0.513,0.792,0.017,0.115,64.1,5,1.1,1,33.65399933,-86.66580963,P25,25,P25L25
26,26,07/15/2020 23:55:29.478,2.04838,-0.732,0.87,0.013999999999999999,0.111,75.2,8,0.5,1,33.65431595,-86.66994476,P25,26,P25L26
27,27,07/16/2020 00:11:06.028,2.0737,1.192,0.955,0.018000000000000002,0.14400000000000002,212.9,18,2.9,1,33.65118027,-86.67613983,P25,27,P25L27
28,28,07/16/2020 00:20:05.369,1.9766,4.917,0.7609999999999999,0.017,0.018000000000000002,51.0,5,0.1,1,33.65109634,-86.68225861,P25,28,P25L28
29,29,07/18/2020 21:20:27.387,2.01666,11.335999999999999,0.9229999999999999,0.099,0.057999999999999996,77.7,11,0.4,1,33.64629364,-86.67498016,P25,29,P25L29
30,30,07/18/2020 21:53:32.001,1.9825400000000002,7.263999999999999,0.772,0.055,0.019,50.0,6,0.1,1,33.66254044,-86.67045593,P25,30,P25L30
31,31,07/18/2020 22:18:47.214,2.04296,0.175,0.8190000000000001,0.028999999999999998,0.087,11.9,5,0.1,1,33.64517975,-86.67331696,P25,31,P25L31
0,0,07/14/2020 02:06:35.996,2.1734299999999998,1.571,0.7909999999999999,0.006,0.075,109.0,7,0.3,2,33.61377335,-86.69168854,P26,0,P26L0
1,1,07/18/2020 22:50:05.537,3.13614,17.129,0.988,0.008,1.205,210.8,18,28.1,4,33.61897659,-86.70542145,P26,1,P26L1
2,2,07/15/2020 22:09:45.184,3.7608599999999996,21.947,0.991,0.005,1.7919999999999998,272.3,23,98.5,5,33.61512375,-86.69971466,P26,2,P26L2
3,3,07/15/2020 22:46:02.720,2.69949,16.847,0.883,0.003,0.732,155.8,9,19.1,2,33.61360168,-86.69036865,P26,3,P26L3
4,4,07/15/2020 21:59:20.134,2.00261,18.951,0.9570000000000001,0.077,0.06,0.4,40,0.1,2,33.61348724,-86.68754578,P26,4,P26L4
5,5,07/14/2020 02:06:19.612,2.91568,6.9239999999999995,0.9620000000000001,0.008,0.8170000000000001,94.8,16,7.6,1,33.61393356,-86.68984985,P26,5,P26L5
6,6,07/14/2020 02:15:50.390,2.26654,0.39,0.795,0.006999999999999999,0.20800000000000002,61.2,6,0.9,1,33.6156044,-86.70702362,P26,6,P26L6
7,7,07/14/2020 02:19:56.355,2.1646,-1.5,0.8029999999999999,0.018000000000000002,0.1,28.6,8,0.2,1,33.61795807,-86.69664001,P26,7,P26L7
8,8,07/14/2020 02:24:13.379,2.10127,6.757000000000001,0.778,0.013999999999999999,0.043,139.7,10,0.4,1,33.61160278,-86.70001984,P26,8,P26L8
9,9,07/14/2020 02:35:54.000,2.09323,10.987,0.8340000000000001,0.003,0.073,68.1,6,0.6,1,33.60942078,-86.69738007,P26,9,P26L9
10,10,07/14/2020 02:40:10.000,2.7061599999999997,14.356,0.978,0.006999999999999999,0.6459999999999999,181.2,21,13.8,1,33.61109924,-86.69863129,P26,10,P26L10
11,11,07/14/2020 02:47:01.648,2.05483,-3.866,0.885,0.023,0.032,79.8,7,0.2,1,33.60788345,-86.69626617,P26,11,P26L11
12,12,07/15/2020 22:04:14.022,1.96344,12.618,0.754,0.09300000000000001,0.025,62.0,5,0.1,1,33.61407089,-86.69272614,P26,12,P26L12
13,13,07/15/2020 22:10:04.640,2.02847,10.822000000000001,0.777,0.016,0.06,91.1,8,0.1,1,33.61724091,-86.70041656,P26,13,P26L13
14,14,07/15/2020 22:22:20.076,2.11715,3.688,0.818,0.008,0.185,142.7,11,1.7,1,33.61231995,-86.70114136,P26,14,P26L14
15,15,07/15/2020 22:24:38.316,1.99862,3.793,0.92,0.052000000000000005,0.054000000000000006,47.3,5,0.2,1,33.6114769,-86.70080566,P26,15,P26L15
16,16,07/15/2020 22:26:31.980,1.99668,4.4430000000000005,0.917,0.083,0.043,211.8,17,0.7,1,33.61305237,-86.70278168,P26,16,P26L16
17,17,07/15/2020 22:41:40.576,2.11048,9.281,0.858,0.011000000000000001,0.163,166.9,12,1.7,1,33.60934829999999,-86.69306946,P26,17,P26L17
18,18,07/15/2020 22:42:00.032,2.2570099999999997,10.762,0.925,0.008,0.307,146.4,15,3.2,1,33.60824203,-86.69520569,P26,18,P26L18
19,19,07/18/2020 22:33:23.860,2.06282,8.02,0.925,0.048,0.096,79.0,10,1.1,1,33.61985016,-86.6884079,P26,19,P26L19
20,20,07/18/2020 22:33:41.268,2.13273,7.879,0.863,0.011000000000000001,0.166,173.7,11,2.2,1,33.61762619,-86.68852997,P26,20,P26L20
0,0,07/19/2020 00:08:22.728,2.28538,6.645,0.883,0.006,0.313,88.5,18,2.4,2,33.62729263,-86.70088196,P27,0,P27L0
1,1,07/19/2020 00:31:52.468,2.62551,2.468,0.9640000000000001,0.006,0.654,102.9,15,3.3,2,33.63270569,-86.70128632,P27,1,P27L1
2,2,07/15/2020 02:03:45.796,2.3858200000000003,10.08,0.865,0.008,0.36,78.1,15,1.7,2,33.63375473,-86.70087433,P27,2,P27L2
3,3,07/15/2020 02:08:52.075,2.21345,10.446,0.7859999999999999,0.011000000000000001,0.185,105.4,12,2.1,3,33.63179016,-86.69442749,P27,3,P27L3
4,4,07/22/2020 01:06:15.254,2.04509,4.94,0.951,0.064,0.094,85.0,18,1.0,2,33.63174057,-86.69685364,P27,4,P27L4
5,5,07/15/2020 01:32:47.544,2.71754,1.7619999999999998,0.9440000000000001,0.006,0.6829999999999999,123.3,17,5.4,1,33.63223648,-86.69340515,P27,5,P27L5
6,6,07/15/2020 01:35:35.480,2.05934,0.396,0.8340000000000001,0.03,0.051,94.6,13,0.2,1,33.63396835,-86.69786072,P27,6,P27L6
7,7,07/15/2020 01:47:14.974,2.07313,15.987,0.73,0.033,0.026000000000000002,52.5,5,0.1,1,33.62729263,-86.70252228,P27,7,P27L7
8,8,07/15/2020 01:56:40.529,2.20947,8.824,0.7709999999999999,0.012,0.192,67.9,6,1.8,1,33.630786900000004,-86.69714355,P27,8,P27L8
9,9,07/15/2020 02:09:21.771,2.44919,13.505,0.941,0.01,0.389,157.0,18,4.1,1,33.63172531,-86.69590759,P27,9,P27L9
10,10,07/18/2020 23:44:17.659,2.1204400000000003,11.167,0.799,0.006,0.153,121.5,10,0.6,1,33.62625504,-86.69694519,P27,10,P27L10
11,11,07/18/2020 23:47:46.555,2.2962599999999997,12.183,0.763,0.004,0.34700000000000003,201.6,14,4.3,1,33.61985397,-86.69922638,P27,11,P27L11
12,12,07/19/2020 00:09:08.808,1.9910700000000001,5.239,0.8270000000000001,0.009000000000000001,0.019,14.1,6,0.1,1,33.62869644,-86.69972992,P27,12,P27L12
13,13,07/19/2020 00:09:17.000,2.1332400000000002,5.664,0.757,0.009000000000000001,0.161,119.7,10,2.0,1,33.62903595,-86.69894409,P27,13,P27L13
14,14,07/19/2020 00:28:23.572,2.0731900000000003,0.26899999999999996,0.807,0.012,0.10300000000000001,70.9,10,0.5,1,33.62908936,-86.7036438,P27,14,P27L14
15,15,07/19/2020 00:30:03.924,2.03567,-1.216,0.754,0.01,0.066,61.3,5,0.2,1,33.63077927,-86.70342255,P27,15,P27L15
16,16,07/19/2020 00:41:25.294,3.23707,5.332999999999999,0.987,0.005,1.276,155.5,18,24.4,1,33.62809372,-86.69661713,P27,16,P27L16
17,17,07/22/2020 00:50:55.190,2.2894400000000004,9.859,0.92,0.008,0.34,0.4,14,0.1,1,33.62531281,-86.68681335,P27,17,P27L17
18,18,07/22/2020 01:06:33.686,2.02766,6.021,0.9359999999999999,0.065,0.077,75.8,9,0.3,1,33.63237,-86.69763184,P27,18,P27L18
0,0,07/19/2020 01:48:35.963,4.43308,11.155999999999999,0.997,0.005,2.454,280.0,24,28.9,6,33.62434769,-86.68717194,P28,0,P28L0
1,1,07/14/2020 23:27:34.456,2.86963,7.854,0.986,0.006999999999999999,0.87,171.6,18,10.9,4,33.62331009,-86.69120789,P28,1,P28L1
2,2,07/14/2020 23:39:29.617,3.45683,3.997,0.991,0.004,1.443,191.3,21,43.1,2,33.62065506,-86.69376373,P28,2,P28L2
3,3,07/19/2020 01:56:04.577,2.83872,9.606,0.963,0.008,0.84,173.9,12,31.4,3,33.61411667,-86.6895752,P28,3,P28L3
4,4,07/19/2020 01:50:19.387,2.45288,2.9189999999999996,0.9470000000000001,0.008,0.474,301.6,17,12.2,2,33.61775589,-86.68854523,P28,4,P28L4
5,5,07/19/2020 01:47:09.947,6.40911,20.859,0.9990000000000001,0.005,4.396,185.4,13,46.6,5,33.62015152,-86.68718719,P28,5,P28L5
6,6,07/22/2020 00:24:56.150,2.8260099999999997,4.723,0.94,0.003,0.828,135.1,13,14.5,1,33.61962509,-86.68714905,P28,6,P28L6
7,7,07/19/2020 01:20:33.940,2.13314,5.5089999999999995,0.976,0.064,0.14800000000000002,319.2,28,11.7,3,33.6188736,-86.69554138,P28,7,P28L7
8,8,07/19/2020 01:33:30.235,4.50249,17.502,0.995,0.006999999999999999,2.535,145.6,18,32.2,3,33.61834335,-86.68871307,P28,8,P28L8
9,9,07/19/2020 01:43:37.979,2.10392,-0.634,0.818,0.011000000000000001,0.132,92.7,7,1.9,2,33.621650700000004,-86.68994904,P28,9,P28L9
10,10,07/19/2020 01:43:28.763,2.2321400000000002,-0.251,0.795,0.006999999999999999,0.26,138.7,11,8.8,4,33.62163925,-86.69126129,P28,10,P28L10
11,11,07/22/2020 00:17:45.763,2.89628,6.529,0.9390000000000001,0.004,0.8759999999999999,158.2,15,11.3,2,33.60844421,-86.68926239,P28,11,P28L11
12,12,07/19/2020 02:01:07.374,3.5499199999999997,13.299000000000001,0.992,0.006999999999999999,1.561,123.3,12,18.4,2,33.62097168,-86.69176483,P28,12,P28L12
13,13,07/14/2020 23:19:24.984,2.97681,13.806,0.9670000000000001,0.006,0.9209999999999999,215.5,15,15.6,1,33.63186646,-86.67778015,P28,13,P28L13
14,14,07/14/2020 23:57:28.606,2.1375599999999997,8.341000000000001,0.988,0.065,0.128,20.3,10,0.2,1,33.61433792,-86.68809509,P28,14,P28L14
15,15,07/14/2020 23:58:09.566,2.14142,2.148,0.884,0.013000000000000001,0.127,228.1,13,1.8,1,33.61029434,-86.68836212,P28,15,P28L15
16,16,07/15/2020 00:10:38.417,2.31013,1.8159999999999998,0.813,0.006999999999999999,0.29600000000000004,141.3,14,1.9,1,33.61548996,-86.68991852,P28,16,P28L16
17,17,07/15/2020 00:12:26.961,2.0385400000000002,0.872,0.784,0.023,0.027000000000000003,67.1,6,0.0,1,33.61791992,-86.69006348,P28,17,P28L17
18,18,07/15/2020 00:13:29.425,2.53045,3.888,0.9329999999999999,0.006,0.519,170.4,15,12.7,1,33.61363602,-86.69115448,P28,18,P28L18
19,19,07/15/2020 00:17:04.465,2.1667099999999997,1.8019999999999998,0.847,0.006,0.147,69.5,8,0.9,1,33.61738968,-86.6860199,P28,19,P28L19
20,20,07/15/2020 00:23:52.529,2.09496,1.87,0.83,0.031,0.055999999999999994,87.0,8,0.3,1,33.61966705,-86.68979645,P28,20,P28L20
21,21,07/19/2020 01:11:16.884,6.15829,18.33,0.998,0.004,4.18,310.2,28,56.8,1,33.61503983,-86.69955444,P28,21,P28L21
22,22,07/19/2020 01:22:14.292,2.18356,0.27899999999999997,0.887,0.011000000000000001,0.193,105.9,14,2.8,1,33.61969757,-86.69431305,P28,22,P28L22
23,23,07/19/2020 01:35:01.371,2.11068,0.745,0.898,0.015,0.141,60.3,11,0.9,1,33.61835098,-86.68947601,P28,23,P28L23
24,24,07/19/2020 01:45:55.195,2.13742,-0.247,0.778,0.011000000000000001,0.142,38.4,10,0.3,1,33.61870193,-86.68553925,P28,24,P28L24
25,25,07/21/2020 23:38:46.128,2.0929900000000004,2.146,0.738,0.024,0.064,26.9,5,0.1,1,33.62217331,-86.69248199,P28,25,P28L25
26,26,07/21/2020 23:44:41.763,2.40243,3.301,0.9470000000000001,0.005,0.38,116.7,15,3.8,1,33.62642288,-86.69683838,P28,26,P28L26
27,27,07/21/2020 23:48:30.115,2.08812,4.228,0.882,0.052000000000000005,0.055999999999999994,120.5,16,0.4,1,33.62109756,-86.69304657,P28,27,P28L27
28,28,07/22/2020 00:11:18.486,2.31613,5.05,0.769,0.006999999999999999,0.315,138.8,13,4.0,1,33.61358643,-86.69039154,P28,28,P28L28
29,29,07/22/2020 00:14:37.347,2.09875,3.903,0.7509999999999999,0.013000000000000001,0.083,23.0,5,0.2,1,33.61847305,-86.69004822,P28,29,P28L29
30,30,07/22/2020 00:24:41.814,2.45509,5.027,0.9,0.005,0.457,59.9,6,2.0,1,33.62018204,-86.68774414,P28,30,P28L30
0,0,07/21/2020 23:06:08.342,3.2786199999999996,8.809,0.965,0.004,1.287,243.3,15,48.4,4,33.63192368,-86.67787170000001,P29,0,P29L0
1,1,07/21/2020 23:20:08.227,2.7982400000000003,3.727,0.7759999999999999,0.003,0.799,82.3,13,6.9,3,33.627025599999996,-86.67804718,P29,1,P29L1
2,2,07/21/2020 22:29:05.238,2.0499,13.823,0.95,0.042,0.08800000000000001,37.5,25,0.2,1,33.63500595,-86.68444824,P29,2,P29L2
3,3,07/21/2020 23:15:01.846,3.35585,9.204,0.975,0.005,1.359,126.3,17,9.1,1,33.62619781,-86.67738342,P29,3,P29L3
4,4,07/22/2020 23:50:01.736,1.91698,13.749,0.958,0.086,0.066,13.4,15,0.1,1,33.60812759,-86.68951416,P29,4,P29L4
5,5,07/23/2020 00:01:48.603,2.07916,6.256,0.846,0.008,0.248,131.5,21,2.1,1,33.6268425,-86.67362976,P29,5,P29L5
6,6,07/23/2020 00:38:38.292,2.4463,6.266,0.9440000000000001,0.005,0.573,123.8,24,3.7,1,33.62014389,-86.68478394,P29,6,P29L6
7,7,07/24/2020 23:19:17.940,2.57409,5.728,0.941,0.005,0.7040000000000001,77.6,16,4.1,1,33.62251663,-86.66819,P29,7,P29L7
0,0,07/21/2020 02:40:19.324,2.93542,-0.977,0.986,0.006,0.96,214.1,27,29.3,11,33.62792969,-86.6844101,P30,0,P30L0
0,0,07/21/2020 01:31:50.729,2.28668,2.386,0.86,0.006999999999999999,0.31,110.1,13,2.2,3,33.63215637,-86.68853759999999,P31,0,P31L0
1,1,07/21/2020 01:29:09.756,2.10997,1.5830000000000002,0.871,0.01,0.121,44.6,5,0.6,1,33.63207245,-86.68913269,P31,1,P31L1
2,2,07/21/2020 00:57:47.747,2.0238400000000003,14.794,0.757,0.077,0.022000000000000002,1.8,5,0.1,1,33.63502121,-86.68392944,P31,2,P31L2
3,3,07/21/2020 01:18:37.539,2.3095,4.071000000000001,0.8029999999999999,0.006999999999999999,0.315,210.3,19,2.9,1,33.634838099999996,-86.68846893,P31,3,P31L3
4,4,07/21/2020 01:20:19.222,2.40291,3.279,0.9129999999999999,0.005,0.408,197.4,18,4.5,1,33.6338501,-86.69187164,P31,4,P31L4
5,5,07/21/2020 01:29:57.884,2.0726,1.932,0.8959999999999999,0.021,0.083,113.0,12,0.8,1,33.63215256,-86.69064331,P31,5,P31L5
6,6,07/21/2020 01:32:10.185,2.27033,2.6319999999999997,0.9129999999999999,0.009000000000000001,0.294,162.9,15,6.1,1,33.63251877,-86.68850708,P31,6,P31L6
7,7,07/21/2020 01:35:20.649,2.34301,2.282,0.943,0.006999999999999999,0.355,154.9,15,3.5,1,33.63523483,-86.68843842,P31,7,P31L7
8,8,07/23/2020 02:35:17.640,2.01769,21.415,0.986,0.069,0.131,0.7,34,0.1,1,33.63820267,-86.68296814,P31,8,P31L8
9,9,07/23/2020 02:36:22.152,1.9622099999999998,18.248,0.9159999999999999,0.096,0.075,1.1,20,0.1,1,33.63838577,-86.68357086,P31,9,P31L9
10,10,07/25/2020 01:27:21.320,1.9976900000000002,13.592,0.903,0.042,0.071,182.5,25,0.9,1,33.63618851,-86.68724823,P31,10,P31L10
11,11,07/25/2020 01:39:20.475,2.0152,6.087999999999999,0.841,0.017,0.11599999999999999,117.4,10,1.0,1,33.62872696,-86.69322968,P31,11,P31L11
12,12,07/25/2020 02:00:17.332,2.35616,4.083,0.795,0.005,0.419,89.5,12,2.8,1,33.63847733,-86.68860626,P31,12,P31L12
0,0,07/23/2020 03:52:56.532,2.65955,1.867,0.985,0.011000000000000001,0.674,157.0,16,11.6,6,33.62001038,-86.66644287,P32,0,P32L0
1,1,07/23/2020 03:55:03.508,3.1204400000000003,1.172,0.981,0.006,1.135,139.8,8,20.7,3,33.62322617,-86.66812897,P32,1,P32L1
2,2,08/11/2020 22:04:29.110,2.15577,7.3229999999999995,0.9129999999999999,0.012,0.22899999999999998,281.0,16,9.5,2,33.62958527,-86.66613007,P32,2,P32L2
3,3,07/27/2020 21:59:47.401,3.49537,9.692,0.988,0.005,1.568,103.1,13,28.8,6,33.6241684,-86.66764069,P32,3,P32L3
4,4,07/27/2020 22:36:06.268,2.17391,14.687999999999999,0.976,0.025,0.247,176.0,25,1.9,2,33.61398315,-86.67837524,P32,4,P32L4
5,5,08/11/2020 22:02:16.707,3.1059,18.327,0.996,0.01,1.179,202.6,12,33.5,2,33.63997269,-86.65814209,P32,5,P32L5
6,6,07/23/2020 03:26:17.966,2.36375,3.181,0.757,0.003,0.49200000000000005,94.8,6,8.0,1,33.63998413,-86.66969299,P32,6,P32L6
7,7,07/23/2020 03:55:48.667,2.06445,-4.2860000000000005,0.8079999999999999,0.006999999999999999,0.138,119.9,7,0.8,1,33.63017654,-86.66567993,P32,7,P32L7
8,8,07/27/2020 21:53:08.860,2.01666,4.109,0.887,0.027999999999999997,0.059000000000000004,203.5,13,0.7,1,33.61124802,-86.68177795,P32,8,P32L8
9,9,07/27/2020 22:03:18.345,1.98365,0.807,0.882,0.005,0.064,119.7,7,0.5,1,33.6391983,-86.65877533,P32,9,P32L9
10,10,07/27/2020 22:14:19.132,2.00011,-4.273,0.7859999999999999,0.004,0.084,88.4,6,0.6,1,33.64197539999999,-86.66132355,P32,10,P32L10
11,11,07/27/2020 22:14:43.708,2.3119099999999997,-1.765,0.903,0.006999999999999999,0.396,101.5,17,3.8,1,33.64177704,-86.66426849,P32,11,P32L11
12,12,07/27/2020 22:17:31.644,2.42448,-1.093,0.9259999999999999,0.005,0.48100000000000004,130.4,20,3.5,1,33.64056778,-86.66087341,P32,12,P32L12
13,13,07/27/2020 22:19:16.092,2.0131900000000003,-1.097,0.9309999999999999,0.07200000000000001,0.079,129.2,17,0.5,1,33.64189148,-86.65657806,P32,13,P32L13
14,14,08/11/2020 21:39:14.819,2.0636900000000002,12.654000000000002,0.981,0.07,0.142,109.4,15,1.3,1,33.609893799999995,-86.68327332,P32,14,P32L14
15,15,08/11/2020 21:47:34.633,2.25668,10.905,0.794,0.008,0.319,34.0,10,0.8,1,33.62252808,-86.66811371,P32,15,P32L15
16,16,08/11/2020 21:54:54.339,1.9696900000000002,8.804,0.772,0.054000000000000006,0.015,46.7,5,0.1,1,33.64816666,-86.65415192,P32,16,P32L16
17,17,08/11/2020 22:08:50.230,2.03098,5.792000000000001,0.885,0.069,0.109,114.6,9,1.4,1,33.62242508,-86.66993713,P32,17,P32L17
0,0,08/11/2020 23:33:39.817,3.79095,11.979000000000001,0.993,0.006,1.734,80.0,6,12.9,3,33.63187408,-86.67775726,P33,0,P33L0
1,1,08/20/2020 23:48:29.545,2.19792,8.051,0.853,0.008,0.26,83.7,16,1.4,6,33.63019562,-86.67392731,P33,1,P33L1
2,2,07/27/2020 23:27:12.944,2.0411200000000003,14.198,0.757,0.016,0.061,14.1,9,0.0,1,33.634708399999994,-86.66763306,P33,2,P33L2
3,3,07/27/2020 23:30:20.336,2.3311,15.556,0.9309999999999999,0.006,0.368,133.7,12,3.6,1,33.63472366,-86.66883087,P33,3,P33L3
4,4,08/11/2020 22:57:10.403,2.06651,-0.32799999999999996,0.9129999999999999,0.07200000000000001,0.061,82.5,8,0.6,1,33.63064194,-86.67378235,P33,4,P33L4
5,5,08/11/2020 22:59:49.123,2.0522099999999996,-0.7659999999999999,0.8029999999999999,0.059000000000000004,0.025,43.1,6,0.0,1,33.63017654,-86.67326355,P33,5,P33L5
6,6,08/11/2020 23:01:26.505,2.05214,-0.9,0.9129999999999999,0.042,0.052000000000000005,51.6,12,0.2,1,33.63112259,-86.67150116,P33,6,P33L6
7,7,08/11/2020 23:03:25.289,2.09064,-0.932,0.795,0.040999999999999995,0.09,18.2,8,0.0,1,33.63006592,-86.6727066,P33,7,P33L7
8,8,08/11/2020 23:03:52.937,2.08866,-1.72,0.753,0.012,0.08800000000000001,54.9,7,0.2,1,33.63028336,-86.67234039,P33,8,P33L8
9,9,08/11/2020 23:12:57.910,2.30288,1.969,0.777,0.006,0.258,95.3,6,3.0,1,33.63848114,-86.66869354,P33,9,P33L9
10,10,08/11/2020 23:14:36.419,2.21303,3.307,0.9640000000000001,0.025,0.16399999999999998,41.6,8,0.5,1,33.63912582,-86.66616058,P33,10,P33L10
11,11,08/11/2020 23:16:03.664,2.6352599999999997,3.5780000000000003,0.9079999999999999,0.006,0.556,127.6,16,7.7,1,33.6397934,-86.66924286,P33,11,P33L11
12,12,08/11/2020 23:16:22.096,2.3572900000000003,2.597,0.885,0.012,0.278,50.9,6,1.7,1,33.63942337,-86.66867065,P33,12,P33L12
13,13,08/11/2020 23:31:59.260,2.11409,6.292999999999999,0.898,0.085,0.053,58.3,11,0.2,1,33.63212967,-86.67543793,P33,13,P33L13
14,14,08/20/2020 23:20:09.193,1.9489299999999998,1.263,0.997,0.006,0.002,3558.2,8,0.1,1,33.65261841,-86.64868164,P33,14,P33L14
15,15,08/20/2020 23:34:02.934,1.98784,7.675,0.981,0.079,0.05,204.1,22,0.6,1,33.636680600000005,-86.67147827,P33,15,P33L15
16,16,08/20/2020 23:58:25.820,1.96317,6.17,0.8390000000000001,0.051,0.015,49.2,5,0.1,1,33.63095093,-86.67111206,P33,16,P33L16
0,0,07/28/2020 00:29:32.592,3.58566,8.86,0.9670000000000001,0.003,1.594,165.4,19,24.9,5,33.64191818,-86.66075134,P34,0,P34L0
1,1,07/28/2020 00:47:50.524,2.5791,3.7689999999999997,0.894,0.004,0.573,127.5,14,5.9,3,33.64457321,-86.68061829,P34,1,P34L1
2,2,08/12/2020 00:15:24.009,2.3090599999999997,9.043,0.92,0.016,0.261,37.0,11,1.8,2,33.64564514,-86.68057251,P34,2,P34L2
3,3,08/11/2020 23:50:39.312,2.1223799999999997,9.6,0.846,0.06,0.073,102.9,12,0.6,2,33.63981628,-86.67071533,P34,3,P34L3
4,4,08/11/2020 23:52:06.352,2.16466,6.535,0.765,0.005,0.134,89.3,6,1.5,2,33.64012909,-86.67221832,P34,4,P34L4
5,5,08/11/2020 23:52:23.760,4.11483,16.182000000000002,0.99,0.005,2.084,197.7,14,71.5,3,33.63996506,-86.66960144,P34,5,P34L5
