,LeakName,Longitude,Latitude,Verified,TimesSeen,maxDist,mn_maxc2h6_ab,mn_maxch4_ab,threshold,First_Time,geometry,win,POLYGON,LEAKNUM,PolyLK
60,Spire_1606923570.7,-86.82308070105888,33.54837547647345,False,1,4.070430861177451,3.85964,0.3270775000000001,0.05,2020-12-02 08:39:30,POINT (-86.82308070105888 33.54837547647345),True,P3,61,P361
61,Spire_1606924543.1,-86.82668343009395,33.55311373887438,False,1,3.439188067504455,1.9064,1.7562224999999998,0.05,2020-12-02 08:55:43,POINT (-86.82668343009395 33.55311373887438),True,P3,62,P362
62,Spire_1606924555.4,-86.82640102073906,33.552439999781875,False,1,23.135980097959752,6.142319999999998,1.7718,0.05,2020-12-02 08:55:55,POINT (-86.82640102073906 33.55243999978187),True,P3,63,P363
63,Spire_1606924578.9,-86.82601416174059,33.55150731292779,False,1,16.45603917604161,4.6599375,1.77025,0.05,2020-12-02 08:56:18,POINT (-86.82601416174059 33.55150731292779),True,P3,64,P364
64,Spire_1606924598.6,-86.82553132179491,33.550354578274515,False,1,15.435811726640713,5.8405675000000015,1.741445,0.05,2020-12-02 08:56:38,POINT (-86.82553132179491 33.55035457827451),True,P3,65,P365
65,Spire_1606924620.1,-86.8252109970702,33.54957631616433,False,1,20.960555235837095,4.5226475,1.7026900000000005,0.05,2020-12-02 08:57:00,POINT (-86.8252109970702 33.54957631616433),True,P3,66,P366
66,Spire_1606924640.6,-86.82486343984918,33.54876901227294,False,1,1.4406071989796416,3.48109,1.6390399999999998,0.05,2020-12-02 08:57:20,POINT (-86.82486343984918 33.54876901227294),True,P3,67,P367
67,Spire_1606925198.8,-86.82739017335373,33.55095778100822,True,2,16.68199851331757,3.8849625,1.00489875,0.05,2020-12-02 09:06:38,POINT (-86.82739017335373 33.55095778100822),True,P3,68,P368
68,Spire_1606925584.9,-86.81365923661329,33.552519255090765,False,1,8.551530868083862,2.3508000000000013,0.3148200000000001,0.05,2020-12-02 09:13:04,POINT (-86.81365923661329 33.55251925509076),True,P3,69,P369
69,Spire_1606993580.3,-86.82225061803665,33.55401484451523,True,2,1.0373757193412096,2.0877124999999994,0.3164574999999992,0.05,2020-12-03 04:06:20,POINT (-86.82225061803665 33.55401484451523),True,P3,70,P370
70,Spire_1606995449.8,-86.81967966737534,33.55890560328722,False,1,22.146307858183608,7.04875,0.6532700000000005,0.05,2020-12-03 04:37:29,POINT (-86.81967966737534 33.55890560328722),True,P3,71,P371
71,Spire_1606995960.2,-86.81709656327213,33.557557143967514,False,1,9.476574630189509,0.9627550000000004,0.961705,0.05,2020-12-03 04:46:00,POINT (-86.81709656327213 33.55755714396751),True,P3,72,P372
72,Spire_1606996095.1,-86.81440108743735,33.55415242551881,False,1,0.7984790801004067,2.3090400000000013,1.6553000000000002,0.05,2020-12-03 04:48:15,POINT (-86.81440108743735 33.55415242551881),True,P3,73,P373
73,Spire_1606996512.5,-86.81523511186595,33.55869890638454,False,1,1.65804608740706,4.726520000000002,0.37504000000000026,0.05,2020-12-03 04:55:12,POINT (-86.81523511186595 33.55869890638454),True,P3,74,P374
74,Spire_1606996763.4,-86.8228683472,33.555839538600004,False,1,0.0,1.6705150000000002,0.20625000000000027,0.05,2020-12-03 04:59:23,POINT (-86.8228683472 33.5558395386),True,P3,75,P375
75,Spire_1606997724.6,-86.81678866766943,33.55435362105607,False,1,5.2314832474970565,3.474800000000002,0.331,0.05,2020-12-03 05:15:24,POINT (-86.81678866766943 33.55435362105607),True,P3,76,P376
