OP_NUM,OP_EPOCHSTART,OB_EPOCH,OB_DATETIME,OB_CH4,OB_LON,OB_LAT,OB_CH4_BASELINE,OB_CH4_THRESHOLD,OP_PEAK_DIST_M,OP_PEAK_CH4,OB_TCH4,OB_C2H6,OB_C2C1,OB_R,OB_C2H6_BASELINE,OB_PERIOD5MIN,ODOMETER,OB_U_AVG,OB_V_AVG,OB_W_AVG,OB_R_AVG,OB_THETA_AVG,OP_DISTANCE,Frequency,minElevated,OB_CH4_AB,OB_C2H6_AB
Spire_1606993258.4,1606993258.4,1606993258.4,20201203110058,4.00368,-86.8228988647,33.5602874756,3.742657,3.92978985,12.744868221248643,3.3267037377149884,4.00368,6.53846,-1.0,0.764662,6.306253,8566441,26.114984261723595,0.6721060000000001,-17.737704475286908,-10.925051922255236,1.3003333333333336,20.832256708205808,0.0,1,1,0.2610230000000002,0.23220699999999983
Spire_1606993365.8,1606993365.8,1606993365.8,20201203110245,3.92,-86.82138824459999,33.5520515442,3.7237089999999995,3.90989445,0.0,0.0,3.92,5.9691,0.000877081,0.721993,5.508853,8566445,13.816726203750276,0.7549710000000001,-14.309674786524782,-7.2445165206560524,1.0383333333333344,16.03900907519419,0.0,1,1,0.19629100000000044,0.46024699999999985
Spire_1606993422.6,1606993422.6,1606993422.6,20201203110342,4.16793,-86.81917572020002,33.5467529297,3.7465699999999997,3.9338985,0.0,0.0,4.16793,5.03134,-1.0,0.6647930000000001,5.044040000000002,8566447,24.42635442188894,0.6676270000000001,-17.949955884193916,-9.501137886447347,1.2043333333333346,20.30941991741253,0.3982154417462347,3,1,0.4213600000000004,-0.012700000000001488
Spire_1606993422.6,1606993422.6,1606993423.6,20201203110343,4.17787,-86.8191299438,33.5466499329,3.74615,3.9334575,12.213178089229464,5.272673244682137,4.17787,4.92708,0.00113661,0.658197,5.0357,8566447,24.42636514335017,0.738807,-18.219415918412317,-9.627472722466962,1.225666666666668,20.606682106296038,0.3982154417462347,3,1,0.4317200000000003,-0.10862000000000016
Spire_1606993422.6,1606993422.6,1606993424.7,20201203110344,4.00182,-86.8190841675,33.546546936,3.74713,3.9344864999999998,24.426365143350296,8.383249855496162,4.00182,5.93849,0.00115954,0.665511,5.0343919999999995,8566447,24.824569863635176,0.749313,-18.449692996109754,-9.743463573810834,1.2463333333333346,20.864473491197423,0.3982154417462347,3,1,0.2546900000000005,0.9040980000000003
Spire_1606993432.8,1606993432.8,1606993432.8,20201203110352,4.02706,-86.8188476562,33.5459289551,3.751264,3.9388272000000004,0.0,0.0,4.02706,4.8222,-1.0,0.922133,5.0020500000000006,8566447,6.962884320920174,0.6521640000000001,-15.869477775588136,-8.595227235564062,1.0830000000000015,18.04766622311229,10.309466537124695,4,1,0.2757959999999997,-0.17985000000000095
Spire_1606993432.8,1606993432.8,1606993435.9,20201203110355,3.99964,-86.8189697266,33.5458755493,3.755062,3.9428151,12.776754790020721,3.1249131330336963,3.99964,7.588139999999999,0.00875721,0.394752,4.979846,8566447,15.331005399119238,0.922133,-14.426338329100547,-8.769186489934226,1.0536666666666683,16.8824722502636,10.309466537124695,4,1,0.24457799999999974,2.608293999999999
Spire_1606993432.8,1606993432.8,1606993436.9,20201203110356,3.98411,-86.81907653809998,33.5458526611,3.75748,3.945354,22.997422698519387,5.441223101136749,3.98411,4.46631,-1.0,0.410447,4.9737680000000015,8566447,15.230915288796053,0.432239,-13.811296278704386,-8.669778286634301,1.0300000000000016,16.306960490463855,10.309466537124695,4,1,0.22662999999999967,-0.5074580000000015
Spire_1606993432.8,1606993432.8,1606993438.1,20201203110358,3.95678,-86.8191299438,33.545845031700004,3.762026,3.9501273,28.01896156051393,6.419187880665635,3.95678,5.07908,-1.0,0.41719,4.9737680000000015,8566447,5.021538861994544,0.38015,-13.18423071991708,-8.530594204231997,0.9870000000000017,15.703342865558332,10.309466537124695,4,1,0.1947540000000001,0.10531199999999874
Spire_1606993486.1,1606993486.1,1606993486.1,20201203110446,4.09586,-86.8188552856,33.5459403992,3.73279,3.9194294999999997,0.0,0.0,4.09586,4.14904,-1.0,0.468091,3.705416,8566449,5.999132361316803,0.233731,-0.043462442968147635,1.8282487825166969,0.2470000000000018,1.8287653197506082,24.095102450686728,9,1,0.36307,0.44362400000000024
Spire_1606993486.1,1606993486.1,1606993487.1,20201203110447,4.2036,-86.8188247681,33.5459671021,3.731024,3.9175752,4.100611081520279,1.937850382460528,4.2036,6.02056,-1.0,0.708711,3.681796,8566449,9.10767466473545,0.154473,0.20024109142794427,2.027244872857514,0.26533333333333514,2.0371102741931604,24.095102450686728,9,1,0.47257599999999966,2.338764
