DATE,TIME,SECONDS,NANOSECONDS,VELOCITY,U,V,W,BCH4,BRSSI,TCH4,TRSSI,PRESS_MBAR,INLET,TEMPC,CH4,H20,C2H6,R,C2C1,BATTV,POWMV,CURRMA,SOCPER,LAT,LONG,bearing,U_cor,horz_length,adj_theta,totalWind,phi,raw_CH4,raw_R,U_avg,V_avg,W_avg,r_avg,theta_avg,distance,odometer
2020-12-02,15:26:06,1606922766,840000200,2.26,1.58,-1.61,0.7,1.5240200000000002,0,1.5240200000000002,0,239.907,0,-30.4368,1.5240200000000002,4286.37,-0.188293,-0.0100591,-1.0,11590,12143,-1492,79,33.5564346313,-86.8216171265,2.855537959143462,3.84,4.16385638561178,5.967040760476806,4.222286110627747,1.3350981922495573,1.5240200000000002,-0.0100591,-3.2734624943798183,-3.7476806529582483,0.6463333333333313,4.9760091417388805,-0.7179591420830409,7.516400586011635,34786.06054989338
2020-12-02,15:26:07,1606922767,864000000,2.54,1.3,-2.17,0.15,1.55905,0,1.55905,0,240.093,0,-25.8356,1.55905,4252.94,-1.19983,0.0359134,-1.0,11588,11688,-1289,79,33.5564079285,-86.82160949709998,2.8473544743472314,3.84,4.410725563895356,5.920636298017985,4.413275427616092,1.347845303237642,1.55905,0.0359134,-3.3077277706309403,-3.880572936722837,0.6413333333333313,5.099010621858796,-0.7058749030194146,4.8754472914809135,34790.93599718486
2020-12-02,15:26:09,1606922769,912000000,1.5,0.33,0.99,0.14,1.56683,0,1.56683,0,239.901,0,-24.9807,1.56683,4229.84,-0.6953729999999999,0.039350300000000005,-1.0,11641,12170,-1451,79,33.5563812256,-86.8215942383,2.819838843429836,1.83,2.0806249061279645,7.120036441298264,2.0853297101417803,1.1227686455134274,1.56683,0.039350300000000005,-3.2301206482237146,-4.0583291221409015,0.6483333333333313,5.186879087244867,-0.6722504942783643,2.2356024537207033,34796.46029458055
2020-12-02,15:26:28,1606922788,344000000,7.69,7.22,-2.43,1.4,1.86655,0,1.86655,0,240.01,0,7.6258,1.86655,4086.06,0.210761,0.0434584,-1.0,11898,11756,-544,79,33.5557060242,-86.8213119507,2.790858170004741,14.91,15.10672035883368,5.351613470571436,15.17145345706864,1.5046970556964654,1.86655,0.0434584,-7.361537662797928,-6.068802817138102,0.8496666666666647,9.540576732781707,-0.8813573465956904,18.518573016849135,34964.352328531735
2020-12-02,15:26:29,1606922789,368000000,7.67,7.1,-2.81,0.81,1.82417,0,1.82417,0,239.912,0,4.1269,1.82417,4101.74,-0.623185,0.026897700000000004,-1.0,11629,12561,-1456,79,33.5556259155,-86.82127380370001,2.7985620097816217,14.77,15.034926005803952,5.3687291073906085,15.05672939253409,1.5043823454565801,1.82417,0.026897700000000004,-7.334460572724973,-6.079797392635971,0.8439999999999979,9.526712351507225,-0.8786588989254184,18.917488162546533,34983.26981669428
2020-12-02,15:26:41,1606922801,656000100,4.64,4.54,0.8,0.96,1.8788,0,1.8788,0,239.948,0,10.4432,1.8788,4051.64,-0.59031,-0.124824,-1.0,12025,11963,-85,79,33.5547332764,-86.8208999634,2.8121599918402094,9.18,9.214792455611793,5.172641899811486,9.264664052193151,1.4626981902321723,1.8788,-0.124824,-9.816017986308676,-7.469273977736845,0.9423333333333316,12.334677250014785,-0.9203384828717251,17.482951022647473,35192.529927010495
2020-12-02,15:26:42,1606922802,680000000,4.7,3.96,0.66,0.63,1.87942,0,1.87942,0,239.991,0,8.288,1.87942,4057.24,-0.8752530000000001,-0.101429,-1.0,12025,12750,446,79,33.5546607971,-86.8208770752,2.8361357529297497,8.66,8.685113701040418,5.207431532993464,8.707933164649347,1.4561615831281132,1.87942,-0.101429,-10.031895308315915,-7.643916736049915,0.9499999999999982,12.612231624287386,-0.9196837870017848,16.456238259949735,35208.98616527044
2020-12-02,15:26:43,1606922803,704000000,2.84,2.77,0.45,0.46,1.88041,0,1.88041,0,240.116,0,7.147,1.88041,4047.54,-0.655406,-0.0995773,-1.0,12069,13506,541,79,33.5545921326,-86.8208465576,2.776736699835648,5.6099999999999985,5.628019189732743,5.185346852577659,5.646786696874603,1.39494915115466,1.88041,-0.0995773,-10.1565462933771,-7.732620196264633,0.9419999999999984,12.765141899297154,-0.9200748374867008,21.795043430491333,35230.78120870094
2020-12-02,15:26:44,1606922804,728000000,2.13,2.7,0.29,0.39,1.84105,0,1.84105,0,240.11,0,4.8578,1.84105,4019.65,0.278441,-0.172284,-1.0,12067,13118,525,79,33.5544776917,-86.8207931519,2.790854194117017,4.83,4.838698172029332,5.229235457878833,4.85438976597471,1.3669983344723575,1.84105,-0.172284,-10.260887416770702,-7.880465205832357,0.9416666666666651,12.937833761491056,-0.9158680397836152,18.518599954358926,35249.2998086553
2020-12-02,15:26:45,1606922805,752000000,1.0,0.94,0.6,0.34,1.80768,0,1.80768,0,239.882,0,-0.3974,1.80768,4057.28,0.00220859,-0.212688,-1.0,12028,12521,507,79,33.55443573,-86.8207778931,2.804126063244313,1.94,2.0306649157357297,6.919365648071159,2.0589317618609897,1.1132073113959111,1.80768,-0.212688,-10.140810254213882,-7.857245152030913,0.9363333333333316,12.828574901020096,-0.9116022642936298,8.541076659249129,35257.840885314545
