DATE,TIME,SECONDS,NANOSECONDS,VELOCITY,U,V,W,BCH4,BRSSI,TCH4,TRSSI,PRESS_MBAR,INLET,TEMPC,CH4,H20,C2H6,R,C2C1,BATTV,POWMV,CURRMA,SOCPER,LAT,LONG,bearing,U_cor,horz_length,adj_theta,totalWind,phi,raw_CH4,raw_R,U_avg,V_avg,W_avg,r_avg,theta_avg,distance,odometer
2020-12-07,10:51:27,1607338287,244000000,2.42,0.11,-2.41,0.16,1.63576,0,1.63576,0,240.019,0,-27.9583,1.63576,6973.24,3.38227,0.0,-1.0,11925,12767,705,67,33.5458030701,-86.81517028809998,,2.53,3.4941379480495613,,3.4977993081364747,1.2920535626701561,1.63576,0.0,,,,,,,
2020-12-07,10:51:28,1607338288,268000100,3.11,0.24,-3.9,0.26,1.6402599999999998,0,1.6402599999999998,0,240.034,0,-27.889,1.6402599999999998,6978.15,3.61246,0.0,-1.0,11842,12761,686,67,33.5458030701,-86.81517028809998,0.0,3.35,5.1412547106713165,2.9854014843859447,5.14782478334296,1.3786899134514776,1.6402599999999998,0.0,,,,,,0.0,0.0
2020-12-07,10:51:29,1607338289,292000000,3.22,0.47,-3.16,0.35,1.6397700000000002,0,1.6397700000000002,0,240.027,0,-27.8071,1.6397700000000002,6983.49,3.68921,0.0,-1.0,11915,12758,690,67,33.5458030701,-86.81517028809998,0.0,3.69,4.858158087176662,3.0168542267529315,4.870749428989342,1.3677923844780142,1.6397700000000002,0.0,,,,,,0.0,0.0
2020-12-07,10:51:30,1607338290,316000000,2.96,0.5,-2.9,0.59,1.63865,0,1.63865,0,239.924,0,-27.7237,1.63865,6999.76,4.1546,0.0,-1.0,11879,12752,693,67,33.5458030701,-86.81517028809998,1.5707962897807617,3.46,4.514598542506299,4.631590256200843,4.55298802985468,1.352812253794738,1.63865,0.0,,,,,,0.7070529735166408,0.7070529735166408
2020-12-07,10:51:31,1607338291,340000200,2.34,0.2,-2.29,0.46,1.63996,0,1.63996,0,239.995,0,-27.6524,1.63996,6997.88,3.86916,0.0,-1.0,11927,12736,693,67,33.5458030701,-86.8151626587,1.5707962897807617,2.54,3.4198976592874817,4.831967244262429,3.4506955820529863,1.286320604994,1.63996,0.0,,,,,,0.7070529735166408,1.4141059470332815
2020-12-07,10:51:32,1607338292,364000000,2.0,0.3,-1.97,0.36,1.64005,0,1.64005,0,240.051,0,-27.5717,1.64005,7005.87,4.1619199999999985,0.0,-1.0,11904,12750,708,67,33.5458030701,-86.8151626587,0.0,2.3,3.0283493853913224,3.3654143906589957,3.0496721135230263,1.2518567962308988,1.64005,0.0,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:33,1607338293,388000000,2.41,0.7,-2.38,0.39,1.63916,0,1.63916,0,239.943,0,-27.500999999999998,1.63916,7014.48,4.24642,0.0,-1.0,11929,12765,724,67,33.5458030701,-86.8151626587,0.0,3.1100000000000003,3.9161843674679058,3.1568686299721502,3.935555869251509,1.3207881859484523,1.63916,0.0,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:34,1607338294,412000000,2.2,0.8,-1.98,0.42,1.63771,0,1.63771,0,239.979,0,-27.4268,1.63771,7006.5,4.45791,0.0,-1.0,11924,12754,706,67,33.5458030701,-86.8151626587,0.0,3.0,3.5944957921800382,3.2228940817041583,3.618950124000053,1.2994546317974978,1.63771,0.0,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:35,1607338295,436000000,1.22,0.13,-1.16,0.36,1.6384900000000002,0,1.6384900000000002,0,240.068,0,-27.3499,1.6384900000000002,6995.98,4.291530000000002,0.0,-1.0,11878,12721,689,67,33.5458030701,-86.8151626587,0.0,1.35,1.7799157283422156,3.8659087543220894,1.8159570479501983,1.0589202668478457,1.6384900000000002,0.0,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:36,1607338296,460000000,1.73,0.27,-1.68,0.32,1.63766,0,1.63766,0,240.007,0,-27.2735,1.63766,6987.93,4.53035,-0.00864949,-1.0,11878,12721,689,67,33.5458030701,-86.8151626587,0.0,2.0,2.6119724347703213,3.5023798862885465,2.631501472543764,1.205159167106383,1.63766,-0.00864949,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:37,1607338297,484000000,2.27,0.6,-2.24,0.37,1.6405299999999998,0,1.6405299999999998,0,239.97,0,-27.2002,1.6405299999999998,6989.99,4.39887,0.0988828,-1.0,11880,12751,712,67,33.5458030701,-86.8151626587,0.0,2.87,3.6406730147048365,3.211835112275278,3.659426184526749,1.3027327660344938,1.6405299999999998,0.0988828,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:38,1607338298,508000100,3.5,0.2,-2.99,0.57,1.63825,0,1.63825,0,239.988,0,-27.1225,1.63825,6990.67,4.61605,0.0354674,-1.0,11899,12726,687,67,33.5458030701,-86.8151626587,0.0,3.7,4.757110467500203,3.0287976593716115,4.791137651956996,1.3636014389128837,1.63825,0.0354674,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:39,1607338299,532000000,2.79,0.1,-2.76,0.37,1.6373799999999998,0,1.6373799999999998,0,239.933,0,-27.0433,1.6373799999999998,6990.31,4.72898,-0.0896298,-1.0,11860,12726,688,67,33.5458030701,-86.8151626587,0.0,2.89,3.9962107051555726,3.1422636340864614,4.013302879175703,1.3255945650605518,1.6373799999999998,-0.0896298,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:40,1607338300,556000000,2.18,0.23,-2.16,0.17,1.63939,0,1.63939,0,240.099,0,-26.9653,1.63939,6984.45,4.72262,-0.037937800000000015,-1.0,11892,12755,697,67,33.5458030701,-86.8151626587,0.0,2.41,3.236309626719916,3.3072318294228285,3.2407715130814148,1.271108789603549,1.63939,-0.037937800000000015,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:41,1607338301,580000000,3.26,0.15,-3.22,0.53,1.63823,0,1.63823,0,239.873,0,-26.8896,1.63823,6986.99,4.43181,-0.0530429,-1.0,11841,12789,675,67,33.5458030701,-86.8151626587,0.0,3.41,4.690042643729372,3.0378186353681795,4.719894066607852,1.3607243640503282,1.63823,-0.0530429,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:42,1607338302,604000000,2.79,0.13,-2.77,0.29,1.63985,0,1.63985,0,240.134,0,-26.8049,1.63985,6985.09,4.88212,0.0336535,-1.0,11850,12768,670,67,33.5458030701,-86.8151626587,0.0,2.92,4.0248354003611135,3.1372258616132007,4.035269507728077,1.327270081163186,1.63985,0.0336535,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:43,1607338303,628000000,1.93,0.2,-1.89,0.34,1.6417099999999998,0,1.6417099999999998,0,239.908,0,-26.7216,1.6417099999999998,6986.25,4.81888,0.178074,-1.0,11909,12736,699,67,33.5458030701,-86.8151626587,0.0,2.13,2.847630594020228,3.4208493273965845,2.8678563422877366,1.2330803330786164,1.6417099999999998,0.178074,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:44,1607338304,652000000,1.89,0.42,-1.79,0.42,1.64221,0,1.64221,0,240.064,0,-26.6377,1.64221,6980.52,4.7173,0.261288,-1.0,11843,12764,680,67,33.5458030701,-86.8151626587,0.0,2.31,2.9223620583356884,3.398717540292876,2.952388863276652,1.2410970039389908,1.64221,0.261288,,,,,,0.0,1.4141059470332815
2020-12-07,10:51:45,1607338305,676000000,2.79,0.25,-2.77,0.21,1.6422,0,1.6422,0,239.936,0,-26.5707,1.6422,6992.59,4.8194,0.337383,-1.0,11843,12764,680,67,33.5458030701,-86.8151626587,0.0,3.04,4.112724158024704,3.122182753986705,4.118082077861002,1.3322770790566745,1.6422,0.337383,,,,,,0.0,1.4141059470332815
